enrolment_id,receipt_no,amount,method,instrument_ref,received_at,received_by,idempotency_key,status,reverses_payment_id,reason,school_id,id,created_at,updated_at
314,SPS/RCP/2026/000028,2640.00,cash,,2026-06-10 16:30:00+05:30,,seed-3919,success,,,36,234,2026-09-21 13:43:23.136514+05:30,2026-09-21 13:43:23.136514+05:30
314,SPS/RCP/2026/000029,3960.00,cash,,2026-07-10 16:30:00+05:30,,seed-4019,success,,,36,235,2026-09-21 13:43:23.172033+05:30,2026-09-21 13:43:23.172033+05:30
315,SPS/RCP/2026/000030,2640.00,cash,,2026-06-10 16:30:00+05:30,,seed-3920,success,,,36,236,2026-09-21 13:43:23.199052+05:30,2026-09-21 13:43:23.199052+05:30
315,SPS/RCP/2026/000031,3960.00,cash,,2026-07-10 16:30:00+05:30,,seed-4020,success,,,36,237,2026-09-21 13:43:23.241091+05:30,2026-09-21 13:43:23.241091+05:30
315,SPS/RCP/2026/000032,1980.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4120,success,,,36,238,2026-09-21 13:43:23.264464+05:30,2026-09-21 13:43:23.264464+05:30
317,SPS/RCP/2026/000033,2640.00,cash,,2026-06-10 16:30:00+05:30,,seed-3922,success,,,36,239,2026-09-21 13:43:23.286429+05:30,2026-09-21 13:43:23.286429+05:30
317,SPS/RCP/2026/000034,3960.00,cash,,2026-07-10 16:30:00+05:30,,seed-4022,success,,,36,240,2026-09-21 13:43:23.322830+05:30,2026-09-21 13:43:23.322830+05:30
318,SPS/RCP/2026/000035,3980.00,cash,,2026-06-10 16:30:00+05:30,,seed-3923,success,,,36,241,2026-09-21 13:43:23.345827+05:30,2026-09-21 13:43:23.345827+05:30
318,SPS/RCP/2026/000036,5970.00,cash,,2026-07-10 16:30:00+05:30,,seed-4023,success,,,36,242,2026-09-21 13:43:23.381659+05:30,2026-09-21 13:43:23.381659+05:30
319,SPS/RCP/2026/000037,2480.00,cash,,2026-06-10 16:30:00+05:30,,seed-3924,success,,,36,243,2026-09-21 13:43:23.405891+05:30,2026-09-21 13:43:23.405891+05:30
319,SPS/RCP/2026/000038,3720.00,cash,,2026-07-10 16:30:00+05:30,,seed-4024,success,,,36,244,2026-09-21 13:43:23.447041+05:30,2026-09-21 13:43:23.447041+05:30
319,SPS/RCP/2026/000039,1860.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4124,success,,,36,245,2026-09-21 13:43:23.476431+05:30,2026-09-21 13:43:23.476431+05:30
321,SPS/RCP/2026/000040,2480.00,cash,,2026-06-10 16:30:00+05:30,,seed-3926,success,,,36,246,2026-09-21 13:43:23.498156+05:30,2026-09-21 13:43:23.498156+05:30
321,SPS/RCP/2026/000041,3720.00,cash,,2026-07-10 16:30:00+05:30,,seed-4026,success,,,36,247,2026-09-21 13:43:23.536336+05:30,2026-09-21 13:43:23.536336+05:30
322,SPS/RCP/2026/000042,3280.00,cash,,2026-06-10 16:30:00+05:30,,seed-3927,success,,,36,248,2026-09-21 13:43:23.561473+05:30,2026-09-21 13:43:23.561473+05:30
322,SPS/RCP/2026/000043,4920.00,cash,,2026-07-10 16:30:00+05:30,,seed-4027,success,,,36,249,2026-09-21 13:43:23.598397+05:30,2026-09-21 13:43:23.598397+05:30
322,SPS/RCP/2026/000044,2460.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4127,success,,,36,250,2026-09-21 13:43:23.626136+05:30,2026-09-21 13:43:23.626136+05:30
324,SPS/RCP/2026/000045,2480.00,cash,,2026-06-10 16:30:00+05:30,,seed-3929,success,,,36,251,2026-09-21 13:43:23.646554+05:30,2026-09-21 13:43:23.646554+05:30
324,SPS/RCP/2026/000046,3720.00,cash,,2026-07-10 16:30:00+05:30,,seed-4029,success,,,36,252,2026-09-21 13:43:23.684804+05:30,2026-09-21 13:43:23.684804+05:30
325,SPS/RCP/2026/000047,2480.00,cash,,2026-06-10 16:30:00+05:30,,seed-3930,success,,,36,253,2026-09-21 13:43:23.710313+05:30,2026-09-21 13:43:23.710313+05:30
325,SPS/RCP/2026/000048,3720.00,cash,,2026-07-10 16:30:00+05:30,,seed-4030,success,,,36,254,2026-09-21 13:43:23.748878+05:30,2026-09-21 13:43:23.748878+05:30
325,SPS/RCP/2026/000049,1860.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4130,success,,,36,255,2026-09-21 13:43:23.774358+05:30,2026-09-21 13:43:23.774358+05:30
327,SPS/RCP/2026/000050,2480.00,cash,,2026-06-10 16:30:00+05:30,,seed-3932,success,,,36,256,2026-09-21 13:43:23.796257+05:30,2026-09-21 13:43:23.796257+05:30
327,SPS/RCP/2026/000051,3720.00,cash,,2026-07-10 16:30:00+05:30,,seed-4032,success,,,36,257,2026-09-21 13:43:23.832438+05:30,2026-09-21 13:43:23.832438+05:30
328,SPS/RCP/2026/000052,3420.00,cash,,2026-06-10 16:30:00+05:30,,seed-3933,success,,,36,258,2026-09-21 13:43:23.858884+05:30,2026-09-21 13:43:23.858884+05:30
328,SPS/RCP/2026/000053,5130.00,cash,,2026-07-10 16:30:00+05:30,,seed-4033,success,,,36,259,2026-09-21 13:43:23.896114+05:30,2026-09-21 13:43:23.896114+05:30
329,SPS/RCP/2026/000054,2320.00,cash,,2026-06-10 16:30:00+05:30,,seed-3934,success,,,36,260,2026-09-21 13:43:23.922786+05:30,2026-09-21 13:43:23.922786+05:30
329,SPS/RCP/2026/000055,3480.00,cash,,2026-07-10 16:30:00+05:30,,seed-4034,success,,,36,261,2026-09-21 13:43:23.958523+05:30,2026-09-21 13:43:23.958523+05:30
329,SPS/RCP/2026/000056,1740.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4134,success,,,36,262,2026-09-21 13:43:23.982679+05:30,2026-09-21 13:43:23.982679+05:30
331,SPS/RCP/2026/000057,2320.00,cash,,2026-06-10 16:30:00+05:30,,seed-3936,success,,,36,263,2026-09-21 13:43:24.007717+05:30,2026-09-21 13:43:24.007717+05:30
331,SPS/RCP/2026/000058,3480.00,cash,,2026-07-10 16:30:00+05:30,,seed-4036,success,,,36,264,2026-09-21 13:43:24.044607+05:30,2026-09-21 13:43:24.044607+05:30
332,SPS/RCP/2026/000059,3820.00,cash,,2026-06-10 16:30:00+05:30,,seed-3937,success,,,36,265,2026-09-21 13:43:24.072615+05:30,2026-09-21 13:43:24.072615+05:30
332,SPS/RCP/2026/000060,5730.00,cash,,2026-07-10 16:30:00+05:30,,seed-4037,success,,,36,266,2026-09-21 13:43:24.112636+05:30,2026-09-21 13:43:24.112636+05:30
332,SPS/RCP/2026/000061,2865.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4137,success,,,36,267,2026-09-21 13:43:24.138009+05:30,2026-09-21 13:43:24.138009+05:30
334,SPS/RCP/2026/000062,2320.00,cash,,2026-06-10 16:30:00+05:30,,seed-3939,success,,,36,268,2026-09-21 13:43:24.160038+05:30,2026-09-21 13:43:24.160038+05:30
334,SPS/RCP/2026/000063,3480.00,cash,,2026-07-10 16:30:00+05:30,,seed-4039,success,,,36,269,2026-09-21 13:43:24.196601+05:30,2026-09-21 13:43:24.196601+05:30
335,SPS/RCP/2026/000064,2320.00,cash,,2026-06-10 16:30:00+05:30,,seed-3940,success,,,36,270,2026-09-21 13:43:24.222241+05:30,2026-09-21 13:43:24.222241+05:30
335,SPS/RCP/2026/000065,3480.00,cash,,2026-07-10 16:30:00+05:30,,seed-4040,success,,,36,271,2026-09-21 13:43:24.259819+05:30,2026-09-21 13:43:24.259819+05:30
335,SPS/RCP/2026/000066,1740.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4140,success,,,36,272,2026-09-21 13:43:24.284433+05:30,2026-09-21 13:43:24.284433+05:30
337,SPS/RCP/2026/000067,2320.00,cash,,2026-06-10 16:30:00+05:30,,seed-3942,success,,,36,273,2026-09-21 13:43:24.308866+05:30,2026-09-21 13:43:24.308866+05:30
337,SPS/RCP/2026/000068,3480.00,cash,,2026-07-10 16:30:00+05:30,,seed-4042,success,,,36,274,2026-09-21 13:43:24.346995+05:30,2026-09-21 13:43:24.346995+05:30
338,SPS/RCP/2026/000069,3260.00,cash,,2026-06-10 16:30:00+05:30,,seed-3943,success,,,36,275,2026-09-21 13:43:24.372917+05:30,2026-09-21 13:43:24.372917+05:30
338,SPS/RCP/2026/000070,4890.00,cash,,2026-07-10 16:30:00+05:30,,seed-4043,success,,,36,276,2026-09-21 13:43:24.411157+05:30,2026-09-21 13:43:24.411157+05:30
339,SPS/RCP/2026/000071,2160.00,cash,,2026-06-10 16:30:00+05:30,,seed-3944,success,,,36,277,2026-09-21 13:43:24.437176+05:30,2026-09-21 13:43:24.437176+05:30
339,SPS/RCP/2026/000072,3240.00,cash,,2026-07-10 16:30:00+05:30,,seed-4044,success,,,36,278,2026-09-21 13:43:24.473650+05:30,2026-09-21 13:43:24.473650+05:30
339,SPS/RCP/2026/000073,1620.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4144,success,,,36,279,2026-09-21 13:43:24.496738+05:30,2026-09-21 13:43:24.496738+05:30
341,SPS/RCP/2026/000074,2160.00,cash,,2026-06-10 16:30:00+05:30,,seed-3946,success,,,36,280,2026-09-21 13:43:24.519526+05:30,2026-09-21 13:43:24.519526+05:30
341,SPS/RCP/2026/000075,3240.00,cash,,2026-07-10 16:30:00+05:30,,seed-4046,success,,,36,281,2026-09-21 13:43:24.556153+05:30,2026-09-21 13:43:24.556153+05:30
342,SPS/RCP/2026/000076,3660.00,cash,,2026-06-10 16:30:00+05:30,,seed-3947,success,,,36,282,2026-09-21 13:43:24.579991+05:30,2026-09-21 13:43:24.579991+05:30
342,SPS/RCP/2026/000077,5490.00,cash,,2026-07-10 16:30:00+05:30,,seed-4047,success,,,36,283,2026-09-21 13:43:24.618178+05:30,2026-09-21 13:43:24.618178+05:30
342,SPS/RCP/2026/000078,2745.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4147,success,,,36,284,2026-09-21 13:43:24.643307+05:30,2026-09-21 13:43:24.643307+05:30
344,SPS/RCP/2026/000079,2160.00,cash,,2026-06-10 16:30:00+05:30,,seed-3949,success,,,36,285,2026-09-21 13:43:24.665352+05:30,2026-09-21 13:43:24.665352+05:30
344,SPS/RCP/2026/000080,3240.00,cash,,2026-07-10 16:30:00+05:30,,seed-4049,success,,,36,286,2026-09-21 13:43:24.702210+05:30,2026-09-21 13:43:24.702210+05:30
345,SPS/RCP/2026/000081,2160.00,cash,,2026-06-10 16:30:00+05:30,,seed-3950,success,,,36,287,2026-09-21 13:43:24.737691+05:30,2026-09-21 13:43:24.737691+05:30
345,SPS/RCP/2026/000082,3240.00,cash,,2026-07-10 16:30:00+05:30,,seed-4050,success,,,36,288,2026-09-21 13:43:24.780483+05:30,2026-09-21 13:43:24.780483+05:30
345,SPS/RCP/2026/000083,1620.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4150,success,,,36,289,2026-09-21 13:43:24.814454+05:30,2026-09-21 13:43:24.814454+05:30
347,SPS/RCP/2026/000084,2160.00,cash,,2026-06-10 16:30:00+05:30,,seed-3952,success,,,36,290,2026-09-21 13:43:24.849658+05:30,2026-09-21 13:43:24.849658+05:30
347,SPS/RCP/2026/000085,3240.00,cash,,2026-07-10 16:30:00+05:30,,seed-4052,success,,,36,291,2026-09-21 13:43:24.928850+05:30,2026-09-21 13:43:24.928850+05:30
348,SPS/RCP/2026/000086,2800.00,cash,,2026-06-10 16:30:00+05:30,,seed-3953,success,,,36,292,2026-09-21 13:43:24.961083+05:30,2026-09-21 13:43:24.961083+05:30
348,SPS/RCP/2026/000087,4200.00,cash,,2026-07-10 16:30:00+05:30,,seed-4053,success,,,36,293,2026-09-21 13:43:25.044230+05:30,2026-09-21 13:43:25.044230+05:30
349,SPS/RCP/2026/000088,2000.00,cash,,2026-06-10 16:30:00+05:30,,seed-3954,success,,,36,294,2026-09-21 13:43:25.075313+05:30,2026-09-21 13:43:25.075313+05:30
349,SPS/RCP/2026/000089,3000.00,cash,,2026-07-10 16:30:00+05:30,,seed-4054,success,,,36,295,2026-09-21 13:43:25.114775+05:30,2026-09-21 13:43:25.114775+05:30
349,SPS/RCP/2026/000090,1500.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4154,success,,,36,296,2026-09-21 13:43:25.141159+05:30,2026-09-21 13:43:25.141159+05:30
351,SPS/RCP/2026/000091,2000.00,cash,,2026-06-10 16:30:00+05:30,,seed-3956,success,,,36,297,2026-09-21 13:43:25.163782+05:30,2026-09-21 13:43:25.163782+05:30
351,SPS/RCP/2026/000092,3000.00,cash,,2026-07-10 16:30:00+05:30,,seed-4056,success,,,36,298,2026-09-21 13:43:25.201589+05:30,2026-09-21 13:43:25.201589+05:30
352,SPS/RCP/2026/000093,3100.00,cash,,2026-06-10 16:30:00+05:30,,seed-3957,success,,,36,299,2026-09-21 13:43:25.227457+05:30,2026-09-21 13:43:25.227457+05:30
352,SPS/RCP/2026/000094,4650.00,cash,,2026-07-10 16:30:00+05:30,,seed-4057,success,,,36,300,2026-09-21 13:43:25.265673+05:30,2026-09-21 13:43:25.265673+05:30
352,SPS/RCP/2026/000095,2325.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4157,success,,,36,301,2026-09-21 13:43:25.292146+05:30,2026-09-21 13:43:25.292146+05:30
354,SPS/RCP/2026/000096,2000.00,cash,,2026-06-10 16:30:00+05:30,,seed-3959,success,,,36,302,2026-09-21 13:43:25.314977+05:30,2026-09-21 13:43:25.314977+05:30
354,SPS/RCP/2026/000097,3000.00,cash,,2026-07-10 16:30:00+05:30,,seed-4059,success,,,36,303,2026-09-21 13:43:25.353793+05:30,2026-09-21 13:43:25.353793+05:30
355,SPS/RCP/2026/000098,2000.00,cash,,2026-06-10 16:30:00+05:30,,seed-3960,success,,,36,304,2026-09-21 13:43:25.378609+05:30,2026-09-21 13:43:25.378609+05:30
355,SPS/RCP/2026/000099,3000.00,cash,,2026-07-10 16:30:00+05:30,,seed-4060,success,,,36,305,2026-09-21 13:43:25.415312+05:30,2026-09-21 13:43:25.415312+05:30
355,SPS/RCP/2026/000100,1500.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4160,success,,,36,306,2026-09-21 13:43:25.440999+05:30,2026-09-21 13:43:25.440999+05:30
357,SPS/RCP/2026/000101,2000.00,cash,,2026-06-10 16:30:00+05:30,,seed-3962,success,,,36,307,2026-09-21 13:43:25.462343+05:30,2026-09-21 13:43:25.462343+05:30
357,SPS/RCP/2026/000102,3000.00,cash,,2026-07-10 16:30:00+05:30,,seed-4062,success,,,36,308,2026-09-21 13:43:25.503968+05:30,2026-09-21 13:43:25.503968+05:30
358,SPS/RCP/2026/000103,2940.00,cash,,2026-06-10 16:30:00+05:30,,seed-3963,success,,,36,309,2026-09-21 13:43:25.528641+05:30,2026-09-21 13:43:25.528641+05:30
358,SPS/RCP/2026/000104,4410.00,cash,,2026-07-10 16:30:00+05:30,,seed-4063,success,,,36,310,2026-09-21 13:43:25.567780+05:30,2026-09-21 13:43:25.567780+05:30
359,SPS/RCP/2026/000105,1840.00,cash,,2026-06-10 16:30:00+05:30,,seed-3964,success,,,36,311,2026-09-21 13:43:25.593695+05:30,2026-09-21 13:43:25.593695+05:30
359,SPS/RCP/2026/000106,2760.00,cash,,2026-07-10 16:30:00+05:30,,seed-4064,success,,,36,312,2026-09-21 13:43:25.631402+05:30,2026-09-21 13:43:25.631402+05:30
359,SPS/RCP/2026/000107,1380.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4164,success,,,36,313,2026-09-21 13:43:25.657234+05:30,2026-09-21 13:43:25.657234+05:30
361,SPS/RCP/2026/000108,1840.00,cash,,2026-06-10 16:30:00+05:30,,seed-3966,success,,,36,314,2026-09-21 13:43:25.678624+05:30,2026-09-21 13:43:25.678624+05:30
361,SPS/RCP/2026/000109,2760.00,cash,,2026-07-10 16:30:00+05:30,,seed-4066,success,,,36,315,2026-09-21 13:43:25.721072+05:30,2026-09-21 13:43:25.721072+05:30
362,SPS/RCP/2026/000110,2940.00,cash,,2026-06-10 16:30:00+05:30,,seed-3967,success,,,36,316,2026-09-21 13:43:25.746728+05:30,2026-09-21 13:43:25.746728+05:30
362,SPS/RCP/2026/000111,4410.00,cash,,2026-07-10 16:30:00+05:30,,seed-4067,success,,,36,317,2026-09-21 13:43:25.787962+05:30,2026-09-21 13:43:25.787962+05:30
362,SPS/RCP/2026/000112,2205.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4167,success,,,36,318,2026-09-21 13:43:25.810365+05:30,2026-09-21 13:43:25.810365+05:30
364,SPS/RCP/2026/000113,1840.00,cash,,2026-06-10 16:30:00+05:30,,seed-3969,success,,,36,319,2026-09-21 13:43:25.831797+05:30,2026-09-21 13:43:25.831797+05:30
364,SPS/RCP/2026/000114,2760.00,cash,,2026-07-10 16:30:00+05:30,,seed-4069,success,,,36,320,2026-09-21 13:43:25.873320+05:30,2026-09-21 13:43:25.873320+05:30
365,SPS/RCP/2026/000115,1840.00,cash,,2026-06-10 16:30:00+05:30,,seed-3970,success,,,36,321,2026-09-21 13:43:25.899810+05:30,2026-09-21 13:43:25.899810+05:30
365,SPS/RCP/2026/000116,2760.00,cash,,2026-07-10 16:30:00+05:30,,seed-4070,success,,,36,322,2026-09-21 13:43:25.934318+05:30,2026-09-21 13:43:25.934318+05:30
365,SPS/RCP/2026/000117,1380.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4170,success,,,36,323,2026-09-21 13:43:25.956185+05:30,2026-09-21 13:43:25.956185+05:30
367,SPS/RCP/2026/000118,1840.00,cash,,2026-06-10 16:30:00+05:30,,seed-3972,success,,,36,324,2026-09-21 13:43:25.976107+05:30,2026-09-21 13:43:25.976107+05:30
367,SPS/RCP/2026/000119,2760.00,cash,,2026-07-10 16:30:00+05:30,,seed-4072,success,,,36,325,2026-09-21 13:43:26.020161+05:30,2026-09-21 13:43:26.020161+05:30
368,SPS/RCP/2026/000120,2480.00,cash,,2026-06-10 16:30:00+05:30,,seed-3973,success,,,36,326,2026-09-21 13:43:26.046289+05:30,2026-09-21 13:43:26.046289+05:30
368,SPS/RCP/2026/000121,3720.00,cash,,2026-07-10 16:30:00+05:30,,seed-4073,success,,,36,327,2026-09-21 13:43:26.080675+05:30,2026-09-21 13:43:26.080675+05:30
369,SPS/RCP/2026/000122,1680.00,cash,,2026-06-10 16:30:00+05:30,,seed-3974,success,,,36,328,2026-09-21 13:43:26.104015+05:30,2026-09-21 13:43:26.104015+05:30
369,SPS/RCP/2026/000123,2520.00,cash,,2026-07-10 16:30:00+05:30,,seed-4074,success,,,36,329,2026-09-21 13:43:26.137733+05:30,2026-09-21 13:43:26.137733+05:30
369,SPS/RCP/2026/000124,1260.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4174,success,,,36,330,2026-09-21 13:43:26.162442+05:30,2026-09-21 13:43:26.162442+05:30
371,SPS/RCP/2026/000125,1680.00,cash,,2026-06-10 16:30:00+05:30,,seed-3976,success,,,36,331,2026-09-21 13:43:26.183075+05:30,2026-09-21 13:43:26.183075+05:30
371,SPS/RCP/2026/000126,2520.00,cash,,2026-07-10 16:30:00+05:30,,seed-4076,success,,,36,332,2026-09-21 13:43:26.216870+05:30,2026-09-21 13:43:26.216870+05:30
372,SPS/RCP/2026/000127,2480.00,cash,,2026-06-10 16:30:00+05:30,,seed-3977,success,,,36,333,2026-09-21 13:43:26.239779+05:30,2026-09-21 13:43:26.239779+05:30
372,SPS/RCP/2026/000128,3720.00,cash,,2026-07-10 16:30:00+05:30,,seed-4077,success,,,36,334,2026-09-21 13:43:26.272858+05:30,2026-09-21 13:43:26.272858+05:30
372,SPS/RCP/2026/000129,1860.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4177,success,,,36,335,2026-09-21 13:43:26.295327+05:30,2026-09-21 13:43:26.295327+05:30
374,SPS/RCP/2026/000130,1680.00,cash,,2026-06-10 16:30:00+05:30,,seed-3979,success,,,36,336,2026-09-21 13:43:26.316108+05:30,2026-09-21 13:43:26.316108+05:30
374,SPS/RCP/2026/000131,2520.00,cash,,2026-07-10 16:30:00+05:30,,seed-4079,success,,,36,337,2026-09-21 13:43:26.349809+05:30,2026-09-21 13:43:26.349809+05:30
375,SPS/RCP/2026/000132,1680.00,cash,,2026-06-10 16:30:00+05:30,,seed-3980,success,,,36,338,2026-09-21 13:43:26.372285+05:30,2026-09-21 13:43:26.372285+05:30
375,SPS/RCP/2026/000133,2520.00,cash,,2026-07-10 16:30:00+05:30,,seed-4080,success,,,36,339,2026-09-21 13:43:26.441444+05:30,2026-09-21 13:43:26.441444+05:30
375,SPS/RCP/2026/000134,1260.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4180,success,,,36,340,2026-09-21 13:43:26.466957+05:30,2026-09-21 13:43:26.466957+05:30
377,SPS/RCP/2026/000135,1680.00,cash,,2026-06-10 16:30:00+05:30,,seed-3982,success,,,36,341,2026-09-21 13:43:26.487525+05:30,2026-09-21 13:43:26.487525+05:30
377,SPS/RCP/2026/000136,2520.00,cash,,2026-07-10 16:30:00+05:30,,seed-4082,success,,,36,342,2026-09-21 13:43:26.521140+05:30,2026-09-21 13:43:26.521140+05:30
378,SPS/RCP/2026/000137,3020.00,cash,,2026-06-10 16:30:00+05:30,,seed-3983,success,,,36,343,2026-09-21 13:43:26.542626+05:30,2026-09-21 13:43:26.542626+05:30
378,SPS/RCP/2026/000138,4530.00,cash,,2026-07-10 16:30:00+05:30,,seed-4083,success,,,36,344,2026-09-21 13:43:26.576795+05:30,2026-09-21 13:43:26.576795+05:30
379,SPS/RCP/2026/000139,1520.00,cash,,2026-06-10 16:30:00+05:30,,seed-3984,success,,,36,345,2026-09-21 13:43:26.599720+05:30,2026-09-21 13:43:26.599720+05:30
379,SPS/RCP/2026/000140,2280.00,cash,,2026-07-10 16:30:00+05:30,,seed-4084,success,,,36,346,2026-09-21 13:43:26.634906+05:30,2026-09-21 13:43:26.634906+05:30
379,SPS/RCP/2026/000141,1140.00,upi,,2026-08-10 17:30:00+05:30,,seed-part-4184,success,,,36,347,2026-09-21 13:43:26.656324+05:30,2026-09-21 13:43:26.656324+05:30
381,SPS/RCP/2026/000142,1520.00,cash,,2026-06-10 16:30:00+05:30,,seed-3986,success,,,36,348,2026-09-21 13:43:26.676388+05:30,2026-09-21 13:43:26.676388+05:30
