student_id,academic_year_id,class_section_id,roll_no,status,joined_on,left_on,house,school_id,id,created_at,updated_at
226,49,50,7,active,2024-04-01,,,36,324,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
227,49,50,8,active,2024-04-01,,,36,325,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
228,49,50,9,active,2024-04-01,,,36,326,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
229,49,50,10,active,2024-04-01,,,36,327,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
230,49,51,1,active,2024-04-01,,,36,328,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
231,49,51,2,active,2024-04-01,,,36,329,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
232,49,51,3,active,2024-04-01,,,36,330,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
233,49,51,4,active,2024-04-01,,,36,331,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
234,49,51,5,active,2024-04-01,,,36,332,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
235,49,51,6,active,2024-04-01,,,36,333,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
236,49,51,7,active,2024-04-01,,,36,334,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
237,49,51,8,active,2024-04-01,,,36,335,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
238,49,51,9,active,2024-04-01,,,36,336,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
239,49,51,10,active,2024-04-01,,,36,337,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
240,49,52,1,active,2024-04-01,,,36,338,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
241,49,52,2,active,2024-04-01,,,36,339,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
242,49,52,3,active,2024-04-01,,,36,340,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
243,49,52,4,active,2024-04-01,,,36,341,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
244,49,52,5,active,2024-04-01,,,36,342,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
245,49,52,6,active,2024-04-01,,,36,343,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
246,49,52,7,active,2024-04-01,,,36,344,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
247,49,52,8,active,2024-04-01,,,36,345,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
248,49,52,9,active,2024-04-01,,,36,346,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
249,49,52,10,active,2024-04-01,,,36,347,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
250,49,53,1,active,2024-04-01,,,36,348,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
251,49,53,2,active,2024-04-01,,,36,349,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
252,49,53,3,active,2024-04-01,,,36,350,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
253,49,53,4,active,2024-04-01,,,36,351,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
254,49,53,5,active,2024-04-01,,,36,352,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
255,49,53,6,active,2024-04-01,,,36,353,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
256,49,53,7,active,2024-04-01,,,36,354,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
257,49,53,8,active,2024-04-01,,,36,355,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
258,49,53,9,active,2024-04-01,,,36,356,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
259,49,53,10,active,2024-04-01,,,36,357,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
260,49,54,1,active,2024-04-01,,,36,358,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
261,49,54,2,active,2024-04-01,,,36,359,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
262,49,54,3,active,2024-04-01,,,36,360,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
263,49,54,4,active,2024-04-01,,,36,361,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
264,49,54,5,active,2024-04-01,,,36,362,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
265,49,54,6,active,2024-04-01,,,36,363,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
266,49,54,7,active,2024-04-01,,,36,364,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
267,49,54,8,active,2024-04-01,,,36,365,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
268,49,54,9,active,2024-04-01,,,36,366,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
269,49,54,10,active,2024-04-01,,,36,367,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
270,49,55,1,active,2024-04-01,,,36,368,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
271,49,55,2,active,2024-04-01,,,36,369,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
272,49,55,3,active,2024-04-01,,,36,370,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
273,49,55,4,active,2024-04-01,,,36,371,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
274,49,55,5,active,2024-04-01,,,36,372,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
275,49,55,6,active,2024-04-01,,,36,373,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
276,49,55,7,active,2024-04-01,,,36,374,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
277,49,55,8,active,2024-04-01,,,36,375,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
278,49,55,9,active,2024-04-01,,,36,376,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
279,49,55,10,active,2024-04-01,,,36,377,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
280,49,56,1,active,2024-04-01,,,36,378,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
281,49,56,2,active,2024-04-01,,,36,379,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
282,49,56,3,active,2024-04-01,,,36,380,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
283,49,56,4,active,2024-04-01,,,36,381,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
284,49,56,5,active,2024-04-01,,,36,382,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
285,49,56,6,active,2024-04-01,,,36,383,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
286,49,56,7,active,2024-04-01,,,36,384,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
287,49,56,8,active,2024-04-01,,,36,385,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
288,49,56,9,active,2024-04-01,,,36,386,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
289,49,56,10,active,2024-04-01,,,36,387,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
290,49,57,1,active,2024-04-01,,,36,388,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
291,49,57,2,active,2024-04-01,,,36,389,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
292,49,57,3,active,2024-04-01,,,36,390,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
293,49,57,4,active,2024-04-01,,,36,391,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
294,49,57,5,active,2024-04-01,,,36,392,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
295,49,57,6,active,2024-04-01,,,36,393,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
296,49,57,7,active,2024-04-01,,,36,394,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
297,49,57,8,active,2024-04-01,,,36,395,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
298,49,57,9,active,2024-04-01,,,36,396,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
299,49,57,10,active,2024-04-01,,,36,397,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
300,49,52,11,active,2026-09-21,,,36,398,2026-09-21 13:44:34.591936+05:30,2026-09-21 13:44:34.591936+05:30
