user_id,role_id,scope_type,scope_id,school_id,id,created_at,updated_at
424,54,self,,36,261,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
425,54,self,,36,262,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
426,54,self,,36,263,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
427,54,self,,36,264,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
428,54,self,,36,265,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
429,54,self,,36,266,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
430,54,self,,36,267,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
431,54,self,,36,268,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
432,54,self,,36,269,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
433,54,self,,36,270,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
434,54,self,,36,271,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
435,54,self,,36,272,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
436,54,self,,36,273,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
437,54,self,,36,274,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
438,54,self,,36,275,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
439,54,self,,36,276,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
440,54,self,,36,277,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
441,54,self,,36,278,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
442,54,self,,36,279,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
443,54,self,,36,280,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
444,54,self,,36,281,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
445,54,self,,36,282,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
446,54,self,,36,283,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
447,54,self,,36,284,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
448,54,self,,36,285,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
449,54,self,,36,286,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
450,54,self,,36,287,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
451,54,self,,36,288,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
452,54,self,,36,289,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
453,54,self,,36,290,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
454,54,self,,36,291,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
455,54,self,,36,292,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
456,54,self,,36,293,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
457,54,self,,36,294,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
458,54,self,,36,295,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
459,54,self,,36,296,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
460,54,self,,36,297,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
461,54,self,,36,298,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
462,54,self,,36,299,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
463,54,self,,36,300,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
464,54,self,,36,301,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
465,54,self,,36,302,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
466,54,self,,36,303,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
467,54,self,,36,304,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
468,54,self,,36,305,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
469,54,self,,36,306,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
470,54,self,,36,307,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
471,54,self,,36,308,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
472,54,self,,36,309,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
473,54,self,,36,310,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
474,54,self,,36,311,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
475,54,self,,36,312,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
476,54,self,,36,313,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
477,54,self,,36,314,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
478,54,self,,36,315,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
479,54,self,,36,316,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
480,54,self,,36,317,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
481,54,self,,36,318,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
482,54,self,,36,319,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
483,54,self,,36,320,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
484,54,self,,36,321,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
485,54,self,,36,322,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
486,54,self,,36,323,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
487,54,self,,36,324,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
488,54,self,,36,325,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
489,54,self,,36,326,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
490,54,self,,36,327,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
491,54,self,,36,328,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
492,54,self,,36,329,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
493,54,self,,36,330,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
494,54,self,,36,331,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
495,54,self,,36,332,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
496,54,self,,36,333,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
497,54,self,,36,334,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
498,54,self,,36,335,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
499,54,self,,36,336,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
500,54,self,,36,337,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
501,54,self,,36,338,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
502,54,self,,36,339,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
503,54,self,,36,340,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
504,54,self,,36,341,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
505,54,self,,36,342,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
506,54,self,,36,343,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
507,54,self,,36,344,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
508,54,self,,36,345,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
509,54,self,,36,346,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
510,54,self,,36,347,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
511,54,self,,36,348,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
512,54,self,,36,349,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
513,54,self,,36,350,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
514,54,self,,36,351,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
515,54,self,,36,352,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
516,54,self,,36,353,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
517,54,self,,36,354,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
518,54,self,,36,355,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
519,55,self,,36,356,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
520,55,self,,36,357,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
521,55,self,,36,358,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
522,55,self,,36,359,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
523,55,self,,36,360,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
524,55,self,,36,361,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
525,55,self,,36,362,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
526,55,self,,36,363,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
527,55,self,,36,364,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
528,55,self,,36,365,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
529,55,self,,36,366,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
530,55,self,,36,367,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
531,55,self,,36,368,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
532,55,self,,36,369,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
533,55,self,,36,370,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
534,55,self,,36,371,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
535,55,self,,36,372,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
536,55,self,,36,373,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
537,55,self,,36,374,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
538,55,self,,36,375,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
539,55,self,,36,376,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
540,55,self,,36,377,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
541,55,self,,36,378,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
542,55,self,,36,379,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
543,55,self,,36,380,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
544,55,self,,36,381,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
545,55,self,,36,382,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
546,55,self,,36,383,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
547,55,self,,36,384,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
548,55,self,,36,385,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
549,55,self,,36,386,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
550,55,self,,36,387,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
551,55,self,,36,388,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
552,55,self,,36,389,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
553,55,self,,36,390,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
554,55,self,,36,391,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
555,55,self,,36,392,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
556,55,self,,36,393,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
557,55,self,,36,394,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
558,55,self,,36,395,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
559,55,self,,36,396,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
560,55,self,,36,397,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
561,55,self,,36,398,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
562,55,self,,36,399,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
563,55,self,,36,400,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
564,55,self,,36,401,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
565,55,self,,36,402,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
566,55,self,,36,403,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
567,55,self,,36,404,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
568,55,self,,36,405,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
569,55,self,,36,406,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
570,55,self,,36,407,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
571,55,self,,36,408,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
572,55,self,,36,409,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
573,55,self,,36,410,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
574,55,self,,36,411,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
575,55,self,,36,412,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
576,55,self,,36,413,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
577,55,self,,36,414,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
578,55,self,,36,415,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
579,55,self,,36,416,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
580,55,self,,36,417,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
581,55,self,,36,418,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
582,55,self,,36,419,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
583,55,self,,36,420,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
584,55,self,,36,421,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
585,55,self,,36,422,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
586,55,self,,36,423,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
587,55,self,,36,424,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
588,55,self,,36,425,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
589,55,self,,36,426,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
590,55,self,,36,427,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
591,55,self,,36,428,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
592,55,self,,36,429,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
593,55,self,,36,430,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
594,55,self,,36,431,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
595,55,self,,36,432,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
596,55,self,,36,433,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
597,55,self,,36,434,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
598,55,self,,36,435,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
599,55,self,,36,436,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
600,55,self,,36,437,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
601,55,self,,36,438,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
602,55,self,,36,439,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
603,55,self,,36,440,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
604,55,self,,36,441,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
605,55,self,,36,442,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
606,55,self,,36,443,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
607,55,self,,36,444,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
608,55,self,,36,445,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
609,55,self,,36,446,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
610,55,self,,36,447,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
611,55,self,,36,448,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
612,55,self,,36,449,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
613,55,self,,36,450,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
614,55,self,,36,451,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
615,55,self,,36,452,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
616,55,self,,36,453,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
617,56,school,,36,454,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
407,53,class_section,48,36,455,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
408,53,class_section,49,36,456,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
409,53,class_section,50,36,457,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
410,53,class_section,51,36,458,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
411,53,class_section,52,36,459,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
412,53,class_section,53,36,460,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
413,53,class_section,54,36,461,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
414,53,class_section,55,36,462,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
415,53,class_section,56,36,463,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
416,53,class_section,57,36,464,2026-09-21 13:43:27.486575+05:30,2026-09-21 13:43:27.486575+05:30
