occurred_at,actor_user_id,actor_label,entity_type,entity_id,action,before,after,reason,academic_year_id,ip,school_id,id,created_at,updated_at
2026-09-21 13:42:26.501564+05:30,399,Office Administrator,salary_structure,41,create,,"{""employee_id"": 55, ""monthly_gross"": ""19500.00"", ""effective_from"": ""2026-04-01""}",,,,36,1395,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:42:26.505717+05:30,399,Office Administrator,salary_structure,42,create,,"{""employee_id"": 56, ""monthly_gross"": ""32000.00"", ""effective_from"": ""2026-04-01""}",,,,36,1396,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:18.937725+05:30,399,Office Administrator,salary_structure,43,create,,"{""employee_id"": 57, ""monthly_gross"": ""28000.00"", ""effective_from"": ""2026-04-01""}",,,,36,1397,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.206119+05:30,399,Office Administrator,document,272,create,,"{""file_name"": ""driving_licence-58.pdf"", ""owner"": ""employee:58""}",,,,36,1398,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.211707+05:30,399,Office Administrator,document,273,create,,"{""file_name"": ""police_verification-58.pdf"", ""owner"": ""employee:58""}",,,,36,1399,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.214755+05:30,399,Office Administrator,salary_structure,44,create,,"{""employee_id"": 58, ""monthly_gross"": ""16000.00"", ""effective_from"": ""2026-04-01""}",,,,36,1400,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.467025+05:30,399,Office Administrator,document,274,create,,"{""file_name"": ""driving_licence-59.pdf"", ""owner"": ""employee:59""}",,,,36,1401,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.472281+05:30,399,Office Administrator,document,275,create,,"{""file_name"": ""police_verification-59.pdf"", ""owner"": ""employee:59""}",,,,36,1402,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.477851+05:30,399,Office Administrator,salary_structure,45,create,,"{""employee_id"": 59, ""monthly_gross"": ""16000.00"", ""effective_from"": ""2026-04-01""}",,,,36,1403,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.723244+05:30,399,Office Administrator,document,276,create,,"{""file_name"": ""police_verification-60.pdf"", ""owner"": ""employee:60""}",,,,36,1404,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.728143+05:30,399,Office Administrator,salary_structure,46,create,,"{""employee_id"": 60, ""monthly_gross"": ""11000.00"", ""effective_from"": ""2026-04-01""}",,,,36,1405,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.736521+05:30,399,Office Administrator,document,277,create,,"{""file_name"": ""vehicle_insurance-36.pdf"", ""owner"": ""vehicle:36""}",,,,36,1406,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.742027+05:30,399,Office Administrator,document,278,create,,"{""file_name"": ""vehicle_fitness-36.pdf"", ""owner"": ""vehicle:36""}",,,,36,1407,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.746696+05:30,399,Office Administrator,document,279,create,,"{""file_name"": ""vehicle_permit-36.pdf"", ""owner"": ""vehicle:36""}",,,,36,1408,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.751454+05:30,399,Office Administrator,document,280,create,,"{""file_name"": ""vehicle_puc-36.pdf"", ""owner"": ""vehicle:36""}",,,,36,1409,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.757411+05:30,399,Office Administrator,document,281,create,,"{""file_name"": ""vehicle_insurance-37.pdf"", ""owner"": ""vehicle:37""}",,,,36,1410,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.762298+05:30,399,Office Administrator,document,282,create,,"{""file_name"": ""vehicle_fitness-37.pdf"", ""owner"": ""vehicle:37""}",,,,36,1411,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.766419+05:30,399,Office Administrator,document,283,create,,"{""file_name"": ""vehicle_permit-37.pdf"", ""owner"": ""vehicle:37""}",,,,36,1412,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.770314+05:30,399,Office Administrator,document,284,create,,"{""file_name"": ""vehicle_puc-37.pdf"", ""owner"": ""vehicle:37""}",,,,36,1413,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.802625+05:30,399,Office Administrator,route,35,update,,"{""stops"": 4}",,,,36,1414,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.817868+05:30,399,Office Administrator,route,35,status_change,"{""status"": ""planned""}","{""status"": ""active""}",seeded demo route,,,36,1415,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.830336+05:30,399,Office Administrator,route,36,update,,"{""stops"": 3}",,,,36,1416,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.839170+05:30,399,Office Administrator,route,36,status_change,"{""status"": ""planned""}","{""status"": ""active""}",seeded demo route,,,36,1417,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.863964+05:30,399,Office Administrator,transport_assignment,68,create,,"{""enrolment_id"": 298, ""route_stop_id"": 65, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1418,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.871240+05:30,399,Office Administrator,transport_assignment,68,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1419,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.883158+05:30,399,Office Administrator,transport_assignment,69,create,,"{""enrolment_id"": 302, ""route_stop_id"": 66, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1420,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.889624+05:30,399,Office Administrator,transport_assignment,69,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1421,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.900184+05:30,399,Office Administrator,transport_assignment,70,create,,"{""enrolment_id"": 306, ""route_stop_id"": 67, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1422,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.906944+05:30,399,Office Administrator,transport_assignment,70,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1423,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.916682+05:30,399,Office Administrator,transport_assignment,71,create,,"{""enrolment_id"": 308, ""route_stop_id"": 68, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1424,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.921716+05:30,399,Office Administrator,transport_assignment,71,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1425,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.930324+05:30,399,Office Administrator,transport_assignment,72,create,,"{""enrolment_id"": 312, ""route_stop_id"": 69, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1426,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.933348+05:30,399,Office Administrator,transport_assignment,72,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1427,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.940931+05:30,399,Office Administrator,transport_assignment,73,create,,"{""enrolment_id"": 316, ""route_stop_id"": 70, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1428,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.944380+05:30,399,Office Administrator,transport_assignment,73,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1429,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.952632+05:30,399,Office Administrator,transport_assignment,74,create,,"{""enrolment_id"": 318, ""route_stop_id"": 71, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1430,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.956269+05:30,399,Office Administrator,transport_assignment,74,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1431,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.965863+05:30,399,Office Administrator,transport_assignment,75,create,,"{""enrolment_id"": 322, ""route_stop_id"": 65, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1432,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.970510+05:30,399,Office Administrator,transport_assignment,75,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1433,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.980401+05:30,399,Office Administrator,transport_assignment,76,create,,"{""enrolment_id"": 326, ""route_stop_id"": 66, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1434,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.985180+05:30,399,Office Administrator,transport_assignment,76,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1435,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.994243+05:30,399,Office Administrator,transport_assignment,77,create,,"{""enrolment_id"": 328, ""route_stop_id"": 67, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1436,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:19.998274+05:30,399,Office Administrator,transport_assignment,77,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1437,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.004992+05:30,399,Office Administrator,transport_assignment,78,create,,"{""enrolment_id"": 332, ""route_stop_id"": 68, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1438,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.010685+05:30,399,Office Administrator,transport_assignment,78,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1439,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.016170+05:30,399,Office Administrator,transport_assignment,79,create,,"{""enrolment_id"": 336, ""route_stop_id"": 69, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1440,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.019154+05:30,399,Office Administrator,transport_assignment,79,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1441,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.026281+05:30,399,Office Administrator,transport_assignment,80,create,,"{""enrolment_id"": 338, ""route_stop_id"": 70, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1442,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.029360+05:30,399,Office Administrator,transport_assignment,80,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1443,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.034775+05:30,399,Office Administrator,transport_assignment,81,create,,"{""enrolment_id"": 342, ""route_stop_id"": 71, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1444,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.038227+05:30,399,Office Administrator,transport_assignment,81,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1445,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.047087+05:30,399,Office Administrator,transport_assignment,82,create,,"{""enrolment_id"": 346, ""route_stop_id"": 65, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1446,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.051433+05:30,399,Office Administrator,transport_assignment,82,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1447,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.060211+05:30,399,Office Administrator,transport_assignment,83,create,,"{""enrolment_id"": 348, ""route_stop_id"": 66, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1448,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.064174+05:30,399,Office Administrator,transport_assignment,83,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1449,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.070639+05:30,399,Office Administrator,transport_assignment,84,create,,"{""enrolment_id"": 352, ""route_stop_id"": 67, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1450,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.076381+05:30,399,Office Administrator,transport_assignment,84,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1451,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.082816+05:30,399,Office Administrator,transport_assignment,85,create,,"{""enrolment_id"": 356, ""route_stop_id"": 68, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1452,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.086552+05:30,399,Office Administrator,transport_assignment,85,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1453,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.093972+05:30,399,Office Administrator,transport_assignment,86,create,,"{""enrolment_id"": 358, ""route_stop_id"": 69, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1454,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.096943+05:30,399,Office Administrator,transport_assignment,86,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1455,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.102188+05:30,399,Office Administrator,transport_assignment,87,create,,"{""enrolment_id"": 362, ""route_stop_id"": 70, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1456,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.106517+05:30,399,Office Administrator,transport_assignment,87,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1457,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.112992+05:30,399,Office Administrator,transport_assignment,88,create,,"{""enrolment_id"": 366, ""route_stop_id"": 71, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1458,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.115807+05:30,399,Office Administrator,transport_assignment,88,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1459,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.123900+05:30,399,Office Administrator,transport_assignment,89,create,,"{""enrolment_id"": 368, ""route_stop_id"": 65, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1460,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.128405+05:30,399,Office Administrator,transport_assignment,89,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1461,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.134777+05:30,399,Office Administrator,transport_assignment,90,create,,"{""enrolment_id"": 372, ""route_stop_id"": 66, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1462,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.140153+05:30,399,Office Administrator,transport_assignment,90,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1463,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.147452+05:30,399,Office Administrator,transport_assignment,91,create,,"{""enrolment_id"": 376, ""route_stop_id"": 67, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1464,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.153322+05:30,399,Office Administrator,transport_assignment,91,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1465,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.162032+05:30,399,Office Administrator,transport_assignment,92,create,,"{""enrolment_id"": 378, ""route_stop_id"": 68, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1466,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.165811+05:30,399,Office Administrator,transport_assignment,92,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1467,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.173249+05:30,399,Office Administrator,transport_assignment,93,create,,"{""enrolment_id"": 382, ""route_stop_id"": 69, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1468,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.177049+05:30,399,Office Administrator,transport_assignment,93,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1469,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.183522+05:30,399,Office Administrator,transport_assignment,94,create,,"{""enrolment_id"": 386, ""route_stop_id"": 70, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1470,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.186792+05:30,399,Office Administrator,transport_assignment,94,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1471,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.194158+05:30,399,Office Administrator,transport_assignment,95,create,,"{""enrolment_id"": 388, ""route_stop_id"": 71, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1472,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.197205+05:30,399,Office Administrator,transport_assignment,95,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1473,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.204238+05:30,399,Office Administrator,transport_assignment,96,create,,"{""enrolment_id"": 392, ""route_stop_id"": 65, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1474,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.209747+05:30,399,Office Administrator,transport_assignment,96,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1475,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.216282+05:30,399,Office Administrator,transport_assignment,97,create,,"{""enrolment_id"": 396, ""route_stop_id"": 66, ""direction"": ""both"", ""start_date"": ""2026-04-01""}",,,,36,1476,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:20.220312+05:30,399,Office Administrator,transport_assignment,97,status_change,"{""end_date"": null, ""status"": ""requested""}","{""end_date"": """", ""status"": ""active""}",assignment set to active,,,36,1477,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
2026-09-21 13:43:22.256860+05:30,,system,fee_payment,207,create,,"{""receipt_no"": ""SPS/RCP/2026/000001"", ""amount"": ""3600.00"", ""method"": ""cash""}",,,,36,1478,2026-09-21 13:43:22.177303+05:30,2026-09-21 13:43:22.177303+05:30
2026-09-21 13:43:22.290635+05:30,,system,fee_payment,208,create,,"{""receipt_no"": ""SPS/RCP/2026/000002"", ""amount"": ""5400.00"", ""method"": ""cash""}",,,,36,1479,2026-09-21 13:43:22.259178+05:30,2026-09-21 13:43:22.259178+05:30
2026-09-21 13:43:22.345043+05:30,,system,fee_payment,209,create,,"{""receipt_no"": ""SPS/RCP/2026/000003"", ""amount"": ""2520.00"", ""method"": ""cash""}",,,,36,1480,2026-09-21 13:43:22.293263+05:30,2026-09-21 13:43:22.293263+05:30
2026-09-21 13:43:22.377035+05:30,,system,fee_payment,210,create,,"{""receipt_no"": ""SPS/RCP/2026/000004"", ""amount"": ""3780.00"", ""method"": ""cash""}",,,,36,1481,2026-09-21 13:43:22.347259+05:30,2026-09-21 13:43:22.347259+05:30
2026-09-21 13:43:22.405819+05:30,,system,fee_payment,211,create,,"{""receipt_no"": ""SPS/RCP/2026/000005"", ""amount"": ""1890.00"", ""method"": ""upi""}",,,,36,1482,2026-09-21 13:43:22.379216+05:30,2026-09-21 13:43:22.379216+05:30
2026-09-21 13:43:22.450909+05:30,,system,fee_payment,212,create,,"{""receipt_no"": ""SPS/RCP/2026/000006"", ""amount"": ""2520.00"", ""method"": ""cash""}",,,,36,1483,2026-09-21 13:43:22.408397+05:30,2026-09-21 13:43:22.408397+05:30
2026-09-21 13:43:22.479177+05:30,,system,fee_payment,213,create,,"{""receipt_no"": ""SPS/RCP/2026/000007"", ""amount"": ""3780.00"", ""method"": ""cash""}",,,,36,1484,2026-09-21 13:43:22.454164+05:30,2026-09-21 13:43:22.454164+05:30
2026-09-21 13:43:22.521031+05:30,,system,fee_payment,214,create,,"{""receipt_no"": ""SPS/RCP/2026/000008"", ""amount"": ""3600.00"", ""method"": ""cash""}",,,,36,1485,2026-09-21 13:43:22.481359+05:30,2026-09-21 13:43:22.481359+05:30
