invoice_id,fee_head_id,description,amount,discount,school_id,id,created_at,updated_at
3921,10,Transport Fee,1100.00,0.00,36,9694,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3922,8,Tuition Fee,2112.00,0.00,36,9695,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3922,9,Development Fee,528.00,0.00,36,9696,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3923,8,Tuition Fee,1984.00,0.00,36,9697,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3923,9,Development Fee,496.00,0.00,36,9698,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3923,10,Transport Fee,1500.00,0.00,36,9699,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3924,8,Tuition Fee,1984.00,0.00,36,9700,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3924,9,Development Fee,496.00,0.00,36,9701,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3925,8,Tuition Fee,1984.00,0.00,36,9702,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3925,9,Development Fee,496.00,0.00,36,9703,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3926,8,Tuition Fee,1984.00,0.00,36,9704,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3926,9,Development Fee,496.00,0.00,36,9705,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3927,8,Tuition Fee,1984.00,0.00,36,9706,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3927,9,Development Fee,496.00,0.00,36,9707,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3927,10,Transport Fee,800.00,0.00,36,9708,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3928,8,Tuition Fee,1984.00,0.00,36,9709,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3928,9,Development Fee,496.00,0.00,36,9710,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3929,8,Tuition Fee,1984.00,0.00,36,9711,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3929,9,Development Fee,496.00,0.00,36,9712,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3930,8,Tuition Fee,1984.00,0.00,36,9713,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3930,9,Development Fee,496.00,0.00,36,9714,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3931,8,Tuition Fee,1984.00,0.00,36,9715,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3931,9,Development Fee,496.00,0.00,36,9716,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3931,10,Transport Fee,800.00,0.00,36,9717,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3932,8,Tuition Fee,1984.00,0.00,36,9718,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3932,9,Development Fee,496.00,0.00,36,9719,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3933,8,Tuition Fee,1856.00,0.00,36,9720,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3933,9,Development Fee,464.00,0.00,36,9721,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3933,10,Transport Fee,1100.00,0.00,36,9722,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3934,8,Tuition Fee,1856.00,0.00,36,9723,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3934,9,Development Fee,464.00,0.00,36,9724,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3935,8,Tuition Fee,1856.00,0.00,36,9725,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3935,9,Development Fee,464.00,0.00,36,9726,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3936,8,Tuition Fee,1856.00,0.00,36,9727,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3936,9,Development Fee,464.00,0.00,36,9728,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3937,8,Tuition Fee,1856.00,0.00,36,9729,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3937,9,Development Fee,464.00,0.00,36,9730,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3937,10,Transport Fee,1500.00,0.00,36,9731,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3938,8,Tuition Fee,1856.00,0.00,36,9732,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3938,9,Development Fee,464.00,0.00,36,9733,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3939,8,Tuition Fee,1856.00,0.00,36,9734,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3939,9,Development Fee,464.00,0.00,36,9735,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3940,8,Tuition Fee,1856.00,0.00,36,9736,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3940,9,Development Fee,464.00,0.00,36,9737,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3941,8,Tuition Fee,1856.00,0.00,36,9738,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3941,9,Development Fee,464.00,0.00,36,9739,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3941,10,Transport Fee,1100.00,0.00,36,9740,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3942,8,Tuition Fee,1856.00,0.00,36,9741,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3942,9,Development Fee,464.00,0.00,36,9742,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3943,8,Tuition Fee,1728.00,0.00,36,9743,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3943,9,Development Fee,432.00,0.00,36,9744,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3943,10,Transport Fee,1100.00,0.00,36,9745,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3944,8,Tuition Fee,1728.00,0.00,36,9746,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3944,9,Development Fee,432.00,0.00,36,9747,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3945,8,Tuition Fee,1728.00,0.00,36,9748,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3945,9,Development Fee,432.00,0.00,36,9749,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3946,8,Tuition Fee,1728.00,0.00,36,9750,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3946,9,Development Fee,432.00,0.00,36,9751,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3947,8,Tuition Fee,1728.00,0.00,36,9752,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3947,9,Development Fee,432.00,0.00,36,9753,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3947,10,Transport Fee,1500.00,0.00,36,9754,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3948,8,Tuition Fee,1728.00,0.00,36,9755,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3948,9,Development Fee,432.00,0.00,36,9756,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3949,8,Tuition Fee,1728.00,0.00,36,9757,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3949,9,Development Fee,432.00,0.00,36,9758,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3950,8,Tuition Fee,1728.00,0.00,36,9759,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3950,9,Development Fee,432.00,0.00,36,9760,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3951,8,Tuition Fee,1728.00,0.00,36,9761,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3951,9,Development Fee,432.00,0.00,36,9762,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3951,10,Transport Fee,800.00,0.00,36,9763,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3952,8,Tuition Fee,1728.00,0.00,36,9764,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3952,9,Development Fee,432.00,0.00,36,9765,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3953,8,Tuition Fee,1600.00,0.00,36,9766,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3953,9,Development Fee,400.00,0.00,36,9767,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3953,10,Transport Fee,800.00,0.00,36,9768,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3954,8,Tuition Fee,1600.00,0.00,36,9769,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3954,9,Development Fee,400.00,0.00,36,9770,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3955,8,Tuition Fee,1600.00,0.00,36,9771,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3955,9,Development Fee,400.00,0.00,36,9772,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3956,8,Tuition Fee,1600.00,0.00,36,9773,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3956,9,Development Fee,400.00,0.00,36,9774,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3957,8,Tuition Fee,1600.00,0.00,36,9775,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3957,9,Development Fee,400.00,0.00,36,9776,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3957,10,Transport Fee,1100.00,0.00,36,9777,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3958,8,Tuition Fee,1600.00,0.00,36,9778,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3958,9,Development Fee,400.00,0.00,36,9779,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3959,8,Tuition Fee,1600.00,0.00,36,9780,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3959,9,Development Fee,400.00,0.00,36,9781,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3960,8,Tuition Fee,1600.00,0.00,36,9782,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3960,9,Development Fee,400.00,0.00,36,9783,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3961,8,Tuition Fee,1600.00,0.00,36,9784,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3961,9,Development Fee,400.00,0.00,36,9785,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3961,10,Transport Fee,1500.00,0.00,36,9786,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3962,8,Tuition Fee,1600.00,0.00,36,9787,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3962,9,Development Fee,400.00,0.00,36,9788,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3963,8,Tuition Fee,1472.00,0.00,36,9789,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3963,9,Development Fee,368.00,0.00,36,9790,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3963,10,Transport Fee,1100.00,0.00,36,9791,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3964,8,Tuition Fee,1472.00,0.00,36,9792,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3964,9,Development Fee,368.00,0.00,36,9793,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3965,8,Tuition Fee,1472.00,0.00,36,9794,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3965,9,Development Fee,368.00,0.00,36,9795,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3966,8,Tuition Fee,1472.00,0.00,36,9796,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3966,9,Development Fee,368.00,0.00,36,9797,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3967,8,Tuition Fee,1472.00,0.00,36,9798,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3967,9,Development Fee,368.00,0.00,36,9799,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3967,10,Transport Fee,1100.00,0.00,36,9800,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3968,8,Tuition Fee,1472.00,0.00,36,9801,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3968,9,Development Fee,368.00,0.00,36,9802,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3969,8,Tuition Fee,1472.00,0.00,36,9803,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3969,9,Development Fee,368.00,0.00,36,9804,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3970,8,Tuition Fee,1472.00,0.00,36,9805,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3970,9,Development Fee,368.00,0.00,36,9806,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3971,8,Tuition Fee,1472.00,0.00,36,9807,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3971,9,Development Fee,368.00,0.00,36,9808,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3971,10,Transport Fee,1500.00,0.00,36,9809,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3972,8,Tuition Fee,1472.00,0.00,36,9810,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3972,9,Development Fee,368.00,0.00,36,9811,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3973,8,Tuition Fee,1344.00,0.00,36,9812,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3973,9,Development Fee,336.00,0.00,36,9813,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3973,10,Transport Fee,800.00,0.00,36,9814,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3974,8,Tuition Fee,1344.00,0.00,36,9815,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3974,9,Development Fee,336.00,0.00,36,9816,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3975,8,Tuition Fee,1344.00,0.00,36,9817,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3975,9,Development Fee,336.00,0.00,36,9818,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3976,8,Tuition Fee,1344.00,0.00,36,9819,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3976,9,Development Fee,336.00,0.00,36,9820,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3977,8,Tuition Fee,1344.00,0.00,36,9821,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3977,9,Development Fee,336.00,0.00,36,9822,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3977,10,Transport Fee,800.00,0.00,36,9823,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3978,8,Tuition Fee,1344.00,0.00,36,9824,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3978,9,Development Fee,336.00,0.00,36,9825,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3979,8,Tuition Fee,1344.00,0.00,36,9826,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3979,9,Development Fee,336.00,0.00,36,9827,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3980,8,Tuition Fee,1344.00,0.00,36,9828,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3980,9,Development Fee,336.00,0.00,36,9829,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3981,8,Tuition Fee,1344.00,0.00,36,9830,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3981,9,Development Fee,336.00,0.00,36,9831,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3981,10,Transport Fee,1100.00,0.00,36,9832,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3982,8,Tuition Fee,1344.00,0.00,36,9833,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3982,9,Development Fee,336.00,0.00,36,9834,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3983,8,Tuition Fee,1216.00,0.00,36,9835,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3983,9,Development Fee,304.00,0.00,36,9836,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3983,10,Transport Fee,1500.00,0.00,36,9837,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3984,8,Tuition Fee,1216.00,0.00,36,9838,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3984,9,Development Fee,304.00,0.00,36,9839,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3985,8,Tuition Fee,1216.00,0.00,36,9840,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3985,9,Development Fee,304.00,0.00,36,9841,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3986,8,Tuition Fee,1216.00,0.00,36,9842,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3986,9,Development Fee,304.00,0.00,36,9843,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3987,8,Tuition Fee,1216.00,0.00,36,9844,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3987,9,Development Fee,304.00,0.00,36,9845,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3987,10,Transport Fee,1100.00,0.00,36,9846,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3988,8,Tuition Fee,1216.00,0.00,36,9847,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3988,9,Development Fee,304.00,0.00,36,9848,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3989,8,Tuition Fee,1216.00,0.00,36,9849,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3989,9,Development Fee,304.00,0.00,36,9850,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3990,8,Tuition Fee,1216.00,0.00,36,9851,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3990,9,Development Fee,304.00,0.00,36,9852,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3991,8,Tuition Fee,1216.00,0.00,36,9853,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3991,9,Development Fee,304.00,0.00,36,9854,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3991,10,Transport Fee,1100.00,0.00,36,9855,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3992,8,Tuition Fee,1216.00,0.00,36,9856,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3992,9,Development Fee,304.00,0.00,36,9857,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3993,8,Tuition Fee,1088.00,0.00,36,9858,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3993,9,Development Fee,272.00,0.00,36,9859,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3993,10,Transport Fee,1500.00,0.00,36,9860,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3994,8,Tuition Fee,1088.00,0.00,36,9861,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
3994,9,Development Fee,272.00,0.00,36,9862,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
