enrolment_id,academic_year_id,invoice_no,period_month,period_year,issued_on,due_date,status,settled_on,void_reason,school_id,id,created_at,updated_at
301,49,SPS/INV/2026/000004,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3906,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:22.454164+05:30
302,49,SPS/INV/2026/000005,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3907,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:22.523871+05:30
304,49,SPS/INV/2026/000007,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3909,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:22.612112+05:30
305,49,SPS/INV/2026/000008,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3910,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:22.675336+05:30
307,49,SPS/INV/2026/000010,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3912,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:22.759120+05:30
308,49,SPS/INV/2026/000011,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3913,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:22.820077+05:30
309,49,SPS/INV/2026/000012,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3914,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:22.917796+05:30
311,49,SPS/INV/2026/000014,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3916,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.025520+05:30
312,49,SPS/INV/2026/000015,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3917,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.089814+05:30
314,49,SPS/INV/2026/000017,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3919,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.172033+05:30
315,49,SPS/INV/2026/000018,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3920,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.241091+05:30
317,49,SPS/INV/2026/000020,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3922,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.322830+05:30
318,49,SPS/INV/2026/000021,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3923,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.381659+05:30
319,49,SPS/INV/2026/000022,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3924,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.447041+05:30
321,49,SPS/INV/2026/000024,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3926,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.536336+05:30
322,49,SPS/INV/2026/000025,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3927,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.598397+05:30
324,49,SPS/INV/2026/000027,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3929,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.684804+05:30
325,49,SPS/INV/2026/000028,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3930,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.748878+05:30
327,49,SPS/INV/2026/000030,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3932,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.832438+05:30
328,49,SPS/INV/2026/000031,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3933,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.896114+05:30
329,49,SPS/INV/2026/000032,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3934,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:23.958523+05:30
331,49,SPS/INV/2026/000034,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3936,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:24.044607+05:30
332,49,SPS/INV/2026/000035,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3937,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:24.112636+05:30
334,49,SPS/INV/2026/000037,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3939,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:24.196601+05:30
335,49,SPS/INV/2026/000038,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3940,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:24.259819+05:30
337,49,SPS/INV/2026/000040,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3942,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:24.346995+05:30
338,49,SPS/INV/2026/000041,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3943,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:24.411157+05:30
339,49,SPS/INV/2026/000042,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3944,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:24.473650+05:30
342,49,SPS/INV/2026/000045,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3947,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:24.618178+05:30
344,49,SPS/INV/2026/000047,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3949,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:24.702210+05:30
345,49,SPS/INV/2026/000048,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3950,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:24.780483+05:30
347,49,SPS/INV/2026/000050,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3952,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:24.928850+05:30
348,49,SPS/INV/2026/000051,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3953,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:25.044230+05:30
349,49,SPS/INV/2026/000052,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3954,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:25.114775+05:30
351,49,SPS/INV/2026/000054,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3956,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:25.201589+05:30
352,49,SPS/INV/2026/000055,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3957,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:25.265673+05:30
354,49,SPS/INV/2026/000057,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3959,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:25.353793+05:30
355,49,SPS/INV/2026/000058,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3960,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:25.415312+05:30
357,49,SPS/INV/2026/000060,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3962,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:25.503968+05:30
358,49,SPS/INV/2026/000061,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3963,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:25.567780+05:30
360,49,SPS/INV/2026/000063,6,2026,2026-06-01,2026-06-10,overdue,,,36,3965,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
363,49,SPS/INV/2026/000066,6,2026,2026-06-01,2026-06-10,overdue,,,36,3968,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
366,49,SPS/INV/2026/000069,6,2026,2026-06-01,2026-06-10,overdue,,,36,3971,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
370,49,SPS/INV/2026/000073,6,2026,2026-06-01,2026-06-10,overdue,,,36,3975,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
373,49,SPS/INV/2026/000076,6,2026,2026-06-01,2026-06-10,overdue,,,36,3978,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
376,49,SPS/INV/2026/000079,6,2026,2026-06-01,2026-06-10,overdue,,,36,3981,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
380,49,SPS/INV/2026/000083,6,2026,2026-06-01,2026-06-10,overdue,,,36,3985,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
383,49,SPS/INV/2026/000086,6,2026,2026-06-01,2026-06-10,overdue,,,36,3988,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
386,49,SPS/INV/2026/000089,6,2026,2026-06-01,2026-06-10,overdue,,,36,3991,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
390,49,SPS/INV/2026/000093,6,2026,2026-06-01,2026-06-10,overdue,,,36,3995,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
393,49,SPS/INV/2026/000096,6,2026,2026-06-01,2026-06-10,overdue,,,36,3998,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
396,49,SPS/INV/2026/000099,6,2026,2026-06-01,2026-06-10,overdue,,,36,4001,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:20.249531+05:30
298,49,SPS/INV/2026/000101,7,2026,2026-07-01,2026-07-10,overdue,,,36,4003,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
300,49,SPS/INV/2026/000103,7,2026,2026-07-01,2026-07-10,overdue,,,36,4005,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
301,49,SPS/INV/2026/000104,7,2026,2026-07-01,2026-07-10,overdue,,,36,4006,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
303,49,SPS/INV/2026/000106,7,2026,2026-07-01,2026-07-10,overdue,,,36,4008,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
304,49,SPS/INV/2026/000107,7,2026,2026-07-01,2026-07-10,overdue,,,36,4009,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
306,49,SPS/INV/2026/000109,7,2026,2026-07-01,2026-07-10,overdue,,,36,4011,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
307,49,SPS/INV/2026/000110,7,2026,2026-07-01,2026-07-10,overdue,,,36,4012,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
308,49,SPS/INV/2026/000111,7,2026,2026-07-01,2026-07-10,overdue,,,36,4013,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
310,49,SPS/INV/2026/000113,7,2026,2026-07-01,2026-07-10,overdue,,,36,4015,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
311,49,SPS/INV/2026/000114,7,2026,2026-07-01,2026-07-10,overdue,,,36,4016,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
313,49,SPS/INV/2026/000116,7,2026,2026-07-01,2026-07-10,overdue,,,36,4018,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
314,49,SPS/INV/2026/000117,7,2026,2026-07-01,2026-07-10,overdue,,,36,4019,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
316,49,SPS/INV/2026/000119,7,2026,2026-07-01,2026-07-10,overdue,,,36,4021,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
317,49,SPS/INV/2026/000120,7,2026,2026-07-01,2026-07-10,overdue,,,36,4022,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
318,49,SPS/INV/2026/000121,7,2026,2026-07-01,2026-07-10,overdue,,,36,4023,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
302,49,SPS/INV/2026/000105,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4007,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:22.548628+05:30
305,49,SPS/INV/2026/000108,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4010,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:22.699001+05:30
309,49,SPS/INV/2026/000112,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4014,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:22.955376+05:30
312,49,SPS/INV/2026/000115,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4017,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:23.114443+05:30
315,49,SPS/INV/2026/000118,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4020,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:23.264464+05:30
319,49,SPS/INV/2026/000122,7,2026,2026-07-01,2026-07-10,paid,2026-09-21,,36,4024,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:23.476431+05:30
359,49,SPS/INV/2026/000062,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3964,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:25.631402+05:30
361,49,SPS/INV/2026/000064,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3966,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:25.721072+05:30
362,49,SPS/INV/2026/000065,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3967,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:25.787962+05:30
364,49,SPS/INV/2026/000067,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3969,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:25.873320+05:30
365,49,SPS/INV/2026/000068,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3970,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:25.934318+05:30
367,49,SPS/INV/2026/000070,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3972,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.020161+05:30
368,49,SPS/INV/2026/000071,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3973,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.080675+05:30
369,49,SPS/INV/2026/000072,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3974,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.137733+05:30
371,49,SPS/INV/2026/000074,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3976,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.216870+05:30
372,49,SPS/INV/2026/000075,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3977,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.272858+05:30
374,49,SPS/INV/2026/000077,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3979,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.349809+05:30
375,49,SPS/INV/2026/000078,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3980,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.441444+05:30
377,49,SPS/INV/2026/000080,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3982,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.521140+05:30
378,49,SPS/INV/2026/000081,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3983,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.576795+05:30
379,49,SPS/INV/2026/000082,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3984,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.634906+05:30
381,49,SPS/INV/2026/000084,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3986,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.712507+05:30
382,49,SPS/INV/2026/000085,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3987,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.775478+05:30
384,49,SPS/INV/2026/000087,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3989,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.860636+05:30
385,49,SPS/INV/2026/000088,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3990,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.916033+05:30
387,49,SPS/INV/2026/000090,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3992,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:26.994122+05:30
388,49,SPS/INV/2026/000091,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3993,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:27.054747+05:30
389,49,SPS/INV/2026/000092,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3994,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:27.110331+05:30
391,49,SPS/INV/2026/000094,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3996,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:27.190023+05:30
394,49,SPS/INV/2026/000097,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,3999,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:27.325741+05:30
395,49,SPS/INV/2026/000098,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,4000,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:27.382116+05:30
397,49,SPS/INV/2026/000100,6,2026,2026-06-01,2026-06-10,paid,2026-09-21,,36,4002,2026-09-21 13:43:20.249531+05:30,2026-09-21 13:43:27.461086+05:30
320,49,SPS/INV/2026/000123,7,2026,2026-07-01,2026-07-10,overdue,,,36,4025,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
321,49,SPS/INV/2026/000124,7,2026,2026-07-01,2026-07-10,overdue,,,36,4026,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
323,49,SPS/INV/2026/000126,7,2026,2026-07-01,2026-07-10,overdue,,,36,4028,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
324,49,SPS/INV/2026/000127,7,2026,2026-07-01,2026-07-10,overdue,,,36,4029,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
326,49,SPS/INV/2026/000129,7,2026,2026-07-01,2026-07-10,overdue,,,36,4031,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
327,49,SPS/INV/2026/000130,7,2026,2026-07-01,2026-07-10,overdue,,,36,4032,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
328,49,SPS/INV/2026/000131,7,2026,2026-07-01,2026-07-10,overdue,,,36,4033,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
330,49,SPS/INV/2026/000133,7,2026,2026-07-01,2026-07-10,overdue,,,36,4035,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
331,49,SPS/INV/2026/000134,7,2026,2026-07-01,2026-07-10,overdue,,,36,4036,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
333,49,SPS/INV/2026/000136,7,2026,2026-07-01,2026-07-10,overdue,,,36,4038,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
334,49,SPS/INV/2026/000137,7,2026,2026-07-01,2026-07-10,overdue,,,36,4039,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
336,49,SPS/INV/2026/000139,7,2026,2026-07-01,2026-07-10,overdue,,,36,4041,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
337,49,SPS/INV/2026/000140,7,2026,2026-07-01,2026-07-10,overdue,,,36,4042,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
338,49,SPS/INV/2026/000141,7,2026,2026-07-01,2026-07-10,overdue,,,36,4043,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
340,49,SPS/INV/2026/000143,7,2026,2026-07-01,2026-07-10,overdue,,,36,4045,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
341,49,SPS/INV/2026/000144,7,2026,2026-07-01,2026-07-10,overdue,,,36,4046,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
343,49,SPS/INV/2026/000146,7,2026,2026-07-01,2026-07-10,overdue,,,36,4048,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
344,49,SPS/INV/2026/000147,7,2026,2026-07-01,2026-07-10,overdue,,,36,4049,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
346,49,SPS/INV/2026/000149,7,2026,2026-07-01,2026-07-10,overdue,,,36,4051,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
347,49,SPS/INV/2026/000150,7,2026,2026-07-01,2026-07-10,overdue,,,36,4052,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
348,49,SPS/INV/2026/000151,7,2026,2026-07-01,2026-07-10,overdue,,,36,4053,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
350,49,SPS/INV/2026/000153,7,2026,2026-07-01,2026-07-10,overdue,,,36,4055,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
351,49,SPS/INV/2026/000154,7,2026,2026-07-01,2026-07-10,overdue,,,36,4056,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
353,49,SPS/INV/2026/000156,7,2026,2026-07-01,2026-07-10,overdue,,,36,4058,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
354,49,SPS/INV/2026/000157,7,2026,2026-07-01,2026-07-10,overdue,,,36,4059,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
356,49,SPS/INV/2026/000159,7,2026,2026-07-01,2026-07-10,overdue,,,36,4061,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
357,49,SPS/INV/2026/000160,7,2026,2026-07-01,2026-07-10,overdue,,,36,4062,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
358,49,SPS/INV/2026/000161,7,2026,2026-07-01,2026-07-10,overdue,,,36,4063,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
360,49,SPS/INV/2026/000163,7,2026,2026-07-01,2026-07-10,overdue,,,36,4065,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
361,49,SPS/INV/2026/000164,7,2026,2026-07-01,2026-07-10,overdue,,,36,4066,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
363,49,SPS/INV/2026/000166,7,2026,2026-07-01,2026-07-10,overdue,,,36,4068,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
364,49,SPS/INV/2026/000167,7,2026,2026-07-01,2026-07-10,overdue,,,36,4069,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
366,49,SPS/INV/2026/000169,7,2026,2026-07-01,2026-07-10,overdue,,,36,4071,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
367,49,SPS/INV/2026/000170,7,2026,2026-07-01,2026-07-10,overdue,,,36,4072,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
368,49,SPS/INV/2026/000171,7,2026,2026-07-01,2026-07-10,overdue,,,36,4073,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
370,49,SPS/INV/2026/000173,7,2026,2026-07-01,2026-07-10,overdue,,,36,4075,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
371,49,SPS/INV/2026/000174,7,2026,2026-07-01,2026-07-10,overdue,,,36,4076,2026-09-21 13:43:20.941994+05:30,2026-09-21 13:43:20.941994+05:30
