payment_id,invoice_line_id,amount,school_id,id,created_at,updated_at
258,9722,1100.00,36,678,2026-09-21 13:43:23.858884+05:30,2026-09-21 13:43:23.858884+05:30
259,10404,1710.00,36,679,2026-09-21 13:43:23.896114+05:30,2026-09-21 13:43:23.896114+05:30
259,9950,1856.00,36,680,2026-09-21 13:43:23.896114+05:30,2026-09-21 13:43:23.896114+05:30
259,9951,464.00,36,681,2026-09-21 13:43:23.896114+05:30,2026-09-21 13:43:23.896114+05:30
259,9952,1100.00,36,682,2026-09-21 13:43:23.896114+05:30,2026-09-21 13:43:23.896114+05:30
260,9723,1856.00,36,683,2026-09-21 13:43:23.922786+05:30,2026-09-21 13:43:23.922786+05:30
260,9724,464.00,36,684,2026-09-21 13:43:23.922786+05:30,2026-09-21 13:43:23.922786+05:30
261,10407,1160.00,36,685,2026-09-21 13:43:23.958523+05:30,2026-09-21 13:43:23.958523+05:30
261,9953,1856.00,36,686,2026-09-21 13:43:23.958523+05:30,2026-09-21 13:43:23.958523+05:30
261,9954,464.00,36,687,2026-09-21 13:43:23.958523+05:30,2026-09-21 13:43:23.958523+05:30
262,10408,1160.00,36,688,2026-09-21 13:43:23.982679+05:30,2026-09-21 13:43:23.982679+05:30
262,10183,580.00,36,689,2026-09-21 13:43:23.982679+05:30,2026-09-21 13:43:23.982679+05:30
263,9727,1856.00,36,690,2026-09-21 13:43:24.007717+05:30,2026-09-21 13:43:24.007717+05:30
263,9728,464.00,36,691,2026-09-21 13:43:24.007717+05:30,2026-09-21 13:43:24.007717+05:30
264,10410,1160.00,36,692,2026-09-21 13:43:24.044607+05:30,2026-09-21 13:43:24.044607+05:30
264,9957,1856.00,36,693,2026-09-21 13:43:24.044607+05:30,2026-09-21 13:43:24.044607+05:30
264,9958,464.00,36,694,2026-09-21 13:43:24.044607+05:30,2026-09-21 13:43:24.044607+05:30
265,9729,1856.00,36,695,2026-09-21 13:43:24.072615+05:30,2026-09-21 13:43:24.072615+05:30
265,9730,464.00,36,696,2026-09-21 13:43:24.072615+05:30,2026-09-21 13:43:24.072615+05:30
265,9731,1500.00,36,697,2026-09-21 13:43:24.072615+05:30,2026-09-21 13:43:24.072615+05:30
266,10413,1910.00,36,698,2026-09-21 13:43:24.112636+05:30,2026-09-21 13:43:24.112636+05:30
266,9959,1856.00,36,699,2026-09-21 13:43:24.112636+05:30,2026-09-21 13:43:24.112636+05:30
266,9960,464.00,36,700,2026-09-21 13:43:24.112636+05:30,2026-09-21 13:43:24.112636+05:30
266,9961,1500.00,36,701,2026-09-21 13:43:24.112636+05:30,2026-09-21 13:43:24.112636+05:30
267,10414,1910.00,36,702,2026-09-21 13:43:24.138009+05:30,2026-09-21 13:43:24.138009+05:30
267,10189,955.00,36,703,2026-09-21 13:43:24.138009+05:30,2026-09-21 13:43:24.138009+05:30
268,9734,1856.00,36,704,2026-09-21 13:43:24.160038+05:30,2026-09-21 13:43:24.160038+05:30
268,9735,464.00,36,705,2026-09-21 13:43:24.160038+05:30,2026-09-21 13:43:24.160038+05:30
269,10416,1160.00,36,706,2026-09-21 13:43:24.196601+05:30,2026-09-21 13:43:24.196601+05:30
269,9964,1856.00,36,707,2026-09-21 13:43:24.196601+05:30,2026-09-21 13:43:24.196601+05:30
269,9965,464.00,36,708,2026-09-21 13:43:24.196601+05:30,2026-09-21 13:43:24.196601+05:30
270,9736,1856.00,36,709,2026-09-21 13:43:24.222241+05:30,2026-09-21 13:43:24.222241+05:30
270,9737,464.00,36,710,2026-09-21 13:43:24.222241+05:30,2026-09-21 13:43:24.222241+05:30
271,10419,1160.00,36,711,2026-09-21 13:43:24.259819+05:30,2026-09-21 13:43:24.259819+05:30
271,9966,1856.00,36,712,2026-09-21 13:43:24.259819+05:30,2026-09-21 13:43:24.259819+05:30
271,9967,464.00,36,713,2026-09-21 13:43:24.259819+05:30,2026-09-21 13:43:24.259819+05:30
272,10420,1160.00,36,714,2026-09-21 13:43:24.284433+05:30,2026-09-21 13:43:24.284433+05:30
272,10196,580.00,36,715,2026-09-21 13:43:24.284433+05:30,2026-09-21 13:43:24.284433+05:30
273,9741,1856.00,36,716,2026-09-21 13:43:24.308866+05:30,2026-09-21 13:43:24.308866+05:30
273,9742,464.00,36,717,2026-09-21 13:43:24.308866+05:30,2026-09-21 13:43:24.308866+05:30
274,10422,1160.00,36,718,2026-09-21 13:43:24.346995+05:30,2026-09-21 13:43:24.346995+05:30
274,9971,1856.00,36,719,2026-09-21 13:43:24.346995+05:30,2026-09-21 13:43:24.346995+05:30
274,9972,464.00,36,720,2026-09-21 13:43:24.346995+05:30,2026-09-21 13:43:24.346995+05:30
275,9743,1728.00,36,721,2026-09-21 13:43:24.372917+05:30,2026-09-21 13:43:24.372917+05:30
275,9744,432.00,36,722,2026-09-21 13:43:24.372917+05:30,2026-09-21 13:43:24.372917+05:30
275,9745,1100.00,36,723,2026-09-21 13:43:24.372917+05:30,2026-09-21 13:43:24.372917+05:30
276,10425,1630.00,36,724,2026-09-21 13:43:24.411157+05:30,2026-09-21 13:43:24.411157+05:30
276,9973,1728.00,36,725,2026-09-21 13:43:24.411157+05:30,2026-09-21 13:43:24.411157+05:30
276,9974,432.00,36,726,2026-09-21 13:43:24.411157+05:30,2026-09-21 13:43:24.411157+05:30
276,9975,1100.00,36,727,2026-09-21 13:43:24.411157+05:30,2026-09-21 13:43:24.411157+05:30
277,9746,1728.00,36,728,2026-09-21 13:43:24.437176+05:30,2026-09-21 13:43:24.437176+05:30
277,9747,432.00,36,729,2026-09-21 13:43:24.437176+05:30,2026-09-21 13:43:24.437176+05:30
278,10428,1080.00,36,730,2026-09-21 13:43:24.473650+05:30,2026-09-21 13:43:24.473650+05:30
278,9976,1728.00,36,731,2026-09-21 13:43:24.473650+05:30,2026-09-21 13:43:24.473650+05:30
278,9977,432.00,36,732,2026-09-21 13:43:24.473650+05:30,2026-09-21 13:43:24.473650+05:30
279,10429,1080.00,36,733,2026-09-21 13:43:24.496738+05:30,2026-09-21 13:43:24.496738+05:30
279,10206,540.00,36,734,2026-09-21 13:43:24.496738+05:30,2026-09-21 13:43:24.496738+05:30
280,9750,1728.00,36,735,2026-09-21 13:43:24.519526+05:30,2026-09-21 13:43:24.519526+05:30
280,9751,432.00,36,736,2026-09-21 13:43:24.519526+05:30,2026-09-21 13:43:24.519526+05:30
281,10431,1080.00,36,737,2026-09-21 13:43:24.556153+05:30,2026-09-21 13:43:24.556153+05:30
281,9980,1728.00,36,738,2026-09-21 13:43:24.556153+05:30,2026-09-21 13:43:24.556153+05:30
281,9981,432.00,36,739,2026-09-21 13:43:24.556153+05:30,2026-09-21 13:43:24.556153+05:30
282,9752,1728.00,36,740,2026-09-21 13:43:24.579991+05:30,2026-09-21 13:43:24.579991+05:30
282,9753,432.00,36,741,2026-09-21 13:43:24.579991+05:30,2026-09-21 13:43:24.579991+05:30
282,9754,1500.00,36,742,2026-09-21 13:43:24.579991+05:30,2026-09-21 13:43:24.579991+05:30
283,10434,1830.00,36,743,2026-09-21 13:43:24.618178+05:30,2026-09-21 13:43:24.618178+05:30
283,9982,1728.00,36,744,2026-09-21 13:43:24.618178+05:30,2026-09-21 13:43:24.618178+05:30
283,9983,432.00,36,745,2026-09-21 13:43:24.618178+05:30,2026-09-21 13:43:24.618178+05:30
283,9984,1500.00,36,746,2026-09-21 13:43:24.618178+05:30,2026-09-21 13:43:24.618178+05:30
284,10435,1830.00,36,747,2026-09-21 13:43:24.643307+05:30,2026-09-21 13:43:24.643307+05:30
284,10212,915.00,36,748,2026-09-21 13:43:24.643307+05:30,2026-09-21 13:43:24.643307+05:30
285,9757,1728.00,36,749,2026-09-21 13:43:24.665352+05:30,2026-09-21 13:43:24.665352+05:30
285,9758,432.00,36,750,2026-09-21 13:43:24.665352+05:30,2026-09-21 13:43:24.665352+05:30
286,10437,1080.00,36,751,2026-09-21 13:43:24.702210+05:30,2026-09-21 13:43:24.702210+05:30
286,9987,1728.00,36,752,2026-09-21 13:43:24.702210+05:30,2026-09-21 13:43:24.702210+05:30
286,9988,432.00,36,753,2026-09-21 13:43:24.702210+05:30,2026-09-21 13:43:24.702210+05:30
287,9759,1728.00,36,754,2026-09-21 13:43:24.737691+05:30,2026-09-21 13:43:24.737691+05:30
287,9760,432.00,36,755,2026-09-21 13:43:24.737691+05:30,2026-09-21 13:43:24.737691+05:30
288,10440,1080.00,36,756,2026-09-21 13:43:24.780483+05:30,2026-09-21 13:43:24.780483+05:30
288,9989,1728.00,36,757,2026-09-21 13:43:24.780483+05:30,2026-09-21 13:43:24.780483+05:30
288,9990,432.00,36,758,2026-09-21 13:43:24.780483+05:30,2026-09-21 13:43:24.780483+05:30
289,10441,1080.00,36,759,2026-09-21 13:43:24.814454+05:30,2026-09-21 13:43:24.814454+05:30
289,10219,540.00,36,760,2026-09-21 13:43:24.814454+05:30,2026-09-21 13:43:24.814454+05:30
290,9764,1728.00,36,761,2026-09-21 13:43:24.849658+05:30,2026-09-21 13:43:24.849658+05:30
290,9765,432.00,36,762,2026-09-21 13:43:24.849658+05:30,2026-09-21 13:43:24.849658+05:30
291,10443,1080.00,36,763,2026-09-21 13:43:24.928850+05:30,2026-09-21 13:43:24.928850+05:30
291,9994,1728.00,36,764,2026-09-21 13:43:24.928850+05:30,2026-09-21 13:43:24.928850+05:30
291,9995,432.00,36,765,2026-09-21 13:43:24.928850+05:30,2026-09-21 13:43:24.928850+05:30
292,9766,1600.00,36,766,2026-09-21 13:43:24.961083+05:30,2026-09-21 13:43:24.961083+05:30
292,9767,400.00,36,767,2026-09-21 13:43:24.961083+05:30,2026-09-21 13:43:24.961083+05:30
292,9768,800.00,36,768,2026-09-21 13:43:24.961083+05:30,2026-09-21 13:43:24.961083+05:30
293,10446,1400.00,36,769,2026-09-21 13:43:25.044230+05:30,2026-09-21 13:43:25.044230+05:30
293,9996,1600.00,36,770,2026-09-21 13:43:25.044230+05:30,2026-09-21 13:43:25.044230+05:30
293,9997,400.00,36,771,2026-09-21 13:43:25.044230+05:30,2026-09-21 13:43:25.044230+05:30
293,9998,800.00,36,772,2026-09-21 13:43:25.044230+05:30,2026-09-21 13:43:25.044230+05:30
294,9769,1600.00,36,773,2026-09-21 13:43:25.075313+05:30,2026-09-21 13:43:25.075313+05:30
294,9770,400.00,36,774,2026-09-21 13:43:25.075313+05:30,2026-09-21 13:43:25.075313+05:30
295,10449,1000.00,36,775,2026-09-21 13:43:25.114775+05:30,2026-09-21 13:43:25.114775+05:30
295,9999,1600.00,36,776,2026-09-21 13:43:25.114775+05:30,2026-09-21 13:43:25.114775+05:30
295,10000,400.00,36,777,2026-09-21 13:43:25.114775+05:30,2026-09-21 13:43:25.114775+05:30
296,10450,1000.00,36,778,2026-09-21 13:43:25.141159+05:30,2026-09-21 13:43:25.141159+05:30
296,10229,500.00,36,779,2026-09-21 13:43:25.141159+05:30,2026-09-21 13:43:25.141159+05:30
297,9773,1600.00,36,780,2026-09-21 13:43:25.163782+05:30,2026-09-21 13:43:25.163782+05:30
297,9774,400.00,36,781,2026-09-21 13:43:25.163782+05:30,2026-09-21 13:43:25.163782+05:30
298,10452,1000.00,36,782,2026-09-21 13:43:25.201589+05:30,2026-09-21 13:43:25.201589+05:30
298,10003,1600.00,36,783,2026-09-21 13:43:25.201589+05:30,2026-09-21 13:43:25.201589+05:30
298,10004,400.00,36,784,2026-09-21 13:43:25.201589+05:30,2026-09-21 13:43:25.201589+05:30
299,9775,1600.00,36,785,2026-09-21 13:43:25.227457+05:30,2026-09-21 13:43:25.227457+05:30
299,9776,400.00,36,786,2026-09-21 13:43:25.227457+05:30,2026-09-21 13:43:25.227457+05:30
299,9777,1100.00,36,787,2026-09-21 13:43:25.227457+05:30,2026-09-21 13:43:25.227457+05:30
300,10455,1550.00,36,788,2026-09-21 13:43:25.265673+05:30,2026-09-21 13:43:25.265673+05:30
300,10005,1600.00,36,789,2026-09-21 13:43:25.265673+05:30,2026-09-21 13:43:25.265673+05:30
300,10006,400.00,36,790,2026-09-21 13:43:25.265673+05:30,2026-09-21 13:43:25.265673+05:30
300,10007,1100.00,36,791,2026-09-21 13:43:25.265673+05:30,2026-09-21 13:43:25.265673+05:30
301,10456,1550.00,36,792,2026-09-21 13:43:25.292146+05:30,2026-09-21 13:43:25.292146+05:30
301,10235,775.00,36,793,2026-09-21 13:43:25.292146+05:30,2026-09-21 13:43:25.292146+05:30
302,9780,1600.00,36,794,2026-09-21 13:43:25.314977+05:30,2026-09-21 13:43:25.314977+05:30
302,9781,400.00,36,795,2026-09-21 13:43:25.314977+05:30,2026-09-21 13:43:25.314977+05:30
303,10458,1000.00,36,796,2026-09-21 13:43:25.353793+05:30,2026-09-21 13:43:25.353793+05:30
303,10010,1600.00,36,797,2026-09-21 13:43:25.353793+05:30,2026-09-21 13:43:25.353793+05:30
303,10011,400.00,36,798,2026-09-21 13:43:25.353793+05:30,2026-09-21 13:43:25.353793+05:30
304,9782,1600.00,36,799,2026-09-21 13:43:25.378609+05:30,2026-09-21 13:43:25.378609+05:30
304,9783,400.00,36,800,2026-09-21 13:43:25.378609+05:30,2026-09-21 13:43:25.378609+05:30
