guardian_id,student_id,relation,is_primary,school_id,id,created_at,updated_at
169,246,father,True,36,177,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
170,247,father,True,36,178,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
171,248,father,True,36,179,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
172,249,father,True,36,180,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
173,250,father,True,36,181,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
174,251,father,True,36,182,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
175,252,father,True,36,183,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
176,253,father,True,36,184,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
177,254,father,True,36,185,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
178,255,father,True,36,186,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
179,256,father,True,36,187,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
180,257,father,True,36,188,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
181,258,father,True,36,189,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
182,259,father,True,36,190,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
183,260,father,True,36,191,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
184,261,father,True,36,192,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
185,262,father,True,36,193,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
186,263,father,True,36,194,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
187,264,father,True,36,195,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
188,265,father,True,36,196,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
189,266,father,True,36,197,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
190,267,father,True,36,198,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
191,268,father,True,36,199,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
192,269,father,True,36,200,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
193,270,father,True,36,201,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
194,271,father,True,36,202,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
195,272,father,True,36,203,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
196,273,father,True,36,204,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
197,274,father,True,36,205,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
198,275,father,True,36,206,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
199,276,father,True,36,207,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
200,277,father,True,36,208,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
201,278,father,True,36,209,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
202,279,father,True,36,210,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
203,280,father,True,36,211,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
204,281,father,True,36,212,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
205,282,father,True,36,213,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
206,283,father,True,36,214,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
207,284,father,True,36,215,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
208,285,father,True,36,216,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
209,286,father,True,36,217,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
210,287,father,True,36,218,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
211,288,father,True,36,219,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
212,289,father,True,36,220,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
213,290,father,True,36,221,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
214,291,father,True,36,222,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
215,292,father,True,36,223,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
216,293,father,True,36,224,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
217,294,father,True,36,225,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
218,295,father,True,36,226,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
219,296,father,True,36,227,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
220,297,father,True,36,228,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
221,298,father,True,36,229,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
222,299,father,True,36,230,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
223,300,father,True,36,231,2026-09-21 13:44:34.591936+05:30,2026-09-21 13:44:34.591936+05:30
224,300,mother,False,36,232,2026-09-21 13:44:34.591936+05:30,2026-09-21 13:44:34.591936+05:30
