class_section_id,day_of_week,period_id,subject_id,teacher_id,room,school_id,id,created_at,updated_at
48,thu,12,34,45,R-102,36,336,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,thu,12,33,47,R-201,36,337,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,thu,12,32,46,R-202,36,338,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,thu,12,40,54,Lab-1,36,339,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,thu,12,36,49,Lab-2,36,340,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,thu,12,38,53,R-101,36,341,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,thu,12,34,56,,36,342,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,thu,12,33,52,,36,343,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,thu,12,32,55,,36,344,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,thu,12,39,48,,36,345,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,fri,12,35,51,R-102,36,346,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,fri,12,34,45,R-201,36,347,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,fri,12,33,47,R-202,36,348,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,fri,12,32,46,Lab-1,36,349,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,fri,12,40,54,Lab-2,36,350,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,fri,12,37,50,R-101,36,351,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,fri,12,38,53,,36,352,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,fri,12,34,56,,36,353,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,fri,12,33,52,,36,354,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,fri,12,32,55,,36,355,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,sat,12,36,49,R-102,36,356,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,sat,12,35,51,R-201,36,357,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,sat,12,34,45,R-202,36,358,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,sat,12,33,47,Lab-1,36,359,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,sat,12,32,46,Lab-2,36,360,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,sat,12,39,48,R-101,36,361,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,sat,12,37,50,,36,362,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,sat,12,38,53,,36,363,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,sat,12,34,56,,36,364,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,sat,12,33,52,,36,365,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,mon,13,36,49,R-201,36,366,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,mon,13,35,51,R-202,36,367,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,mon,13,34,45,Lab-1,36,368,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,mon,13,33,47,Lab-2,36,369,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,mon,13,32,46,R-101,36,370,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,mon,13,39,48,R-102,36,371,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,mon,13,37,50,,36,372,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,mon,13,38,53,,36,373,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,mon,13,34,56,,36,374,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,mon,13,33,52,,36,375,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,tue,13,40,54,R-201,36,376,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,tue,13,36,49,R-202,36,377,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,tue,13,35,51,Lab-1,36,378,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,tue,13,34,45,Lab-2,36,379,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,tue,13,33,47,R-101,36,380,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,tue,13,32,55,R-102,36,381,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,tue,13,39,48,,36,382,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,tue,13,37,50,,36,383,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,tue,13,38,53,,36,384,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,tue,13,34,56,,36,385,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,wed,13,32,46,R-201,36,386,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,wed,13,40,54,R-202,36,387,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,wed,13,36,49,Lab-1,36,388,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,wed,13,35,51,Lab-2,36,389,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,wed,13,34,45,R-101,36,390,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,wed,13,33,52,R-102,36,391,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,wed,13,32,55,,36,392,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,wed,13,39,48,,36,393,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,wed,13,37,50,,36,394,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,wed,13,38,53,,36,395,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,thu,13,33,47,R-201,36,396,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,thu,13,32,46,R-202,36,397,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,thu,13,40,54,Lab-1,36,398,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,thu,13,36,49,Lab-2,36,399,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,thu,13,35,51,R-101,36,400,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,thu,13,34,56,R-102,36,401,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,thu,13,33,52,,36,402,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,thu,13,32,55,,36,403,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,thu,13,39,48,,36,404,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,thu,13,37,50,,36,405,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,fri,13,34,45,R-201,36,406,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,fri,13,33,47,R-202,36,407,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,fri,13,32,46,Lab-1,36,408,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,fri,13,40,54,Lab-2,36,409,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,fri,13,36,49,R-101,36,410,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,fri,13,38,53,R-102,36,411,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,fri,13,34,56,,36,412,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,fri,13,33,52,,36,413,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,fri,13,32,55,,36,414,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,fri,13,39,48,,36,415,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,sat,13,35,51,R-201,36,416,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,sat,13,34,45,R-202,36,417,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,sat,13,33,47,Lab-1,36,418,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,sat,13,32,46,Lab-2,36,419,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,sat,13,40,54,R-101,36,420,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,sat,13,37,50,R-102,36,421,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,sat,13,38,53,,36,422,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,sat,13,34,56,,36,423,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,sat,13,33,52,,36,424,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,sat,13,32,55,,36,425,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,mon,14,35,51,R-202,36,426,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,mon,14,34,45,Lab-1,36,427,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,mon,14,33,47,Lab-2,36,428,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,mon,14,32,46,R-101,36,429,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,mon,14,40,54,R-102,36,430,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,mon,14,37,50,R-201,36,431,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,mon,14,38,53,,36,432,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,mon,14,34,56,,36,433,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,mon,14,33,52,,36,434,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,mon,14,32,55,,36,435,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,tue,14,36,49,R-202,36,436,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,tue,14,35,51,Lab-1,36,437,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,tue,14,34,45,Lab-2,36,438,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,tue,14,33,47,R-101,36,439,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,tue,14,32,46,R-102,36,440,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,tue,14,39,48,R-201,36,441,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,tue,14,37,50,,36,442,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,tue,14,38,53,,36,443,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,tue,14,34,56,,36,444,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,tue,14,33,52,,36,445,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,wed,14,40,54,R-202,36,446,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,wed,14,36,49,Lab-1,36,447,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,wed,14,35,51,Lab-2,36,448,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,wed,14,34,45,R-101,36,449,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,wed,14,33,47,R-102,36,450,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,wed,14,32,55,R-201,36,451,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,wed,14,39,48,,36,452,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,wed,14,37,50,,36,453,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,wed,14,38,53,,36,454,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,wed,14,34,56,,36,455,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,thu,14,32,46,R-202,36,456,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,thu,14,40,54,Lab-1,36,457,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,thu,14,36,49,Lab-2,36,458,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,thu,14,35,51,R-101,36,459,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,thu,14,34,45,R-102,36,460,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,thu,14,33,52,R-201,36,461,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,thu,14,32,55,,36,462,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,thu,14,39,48,,36,463,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,thu,14,37,50,,36,464,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,thu,14,38,53,,36,465,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,fri,14,33,47,R-202,36,466,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,fri,14,32,46,Lab-1,36,467,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,fri,14,40,54,Lab-2,36,468,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,fri,14,36,49,R-101,36,469,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,fri,14,35,51,R-102,36,470,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,fri,14,34,56,R-201,36,471,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,fri,14,33,52,,36,472,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,fri,14,32,55,,36,473,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,fri,14,39,48,,36,474,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,fri,14,37,50,,36,475,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,sat,14,34,45,R-202,36,476,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,sat,14,33,47,Lab-1,36,477,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,sat,14,32,46,Lab-2,36,478,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,sat,14,40,54,R-101,36,479,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,sat,14,36,49,R-102,36,480,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,sat,14,38,53,R-201,36,481,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,sat,14,34,56,,36,482,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,sat,14,33,52,,36,483,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,sat,14,32,55,,36,484,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,sat,14,39,48,,36,485,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,mon,15,34,45,Lab-1,36,486,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,mon,15,33,47,Lab-2,36,487,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,mon,15,32,46,R-101,36,488,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,mon,15,40,54,R-102,36,489,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,mon,15,36,49,R-201,36,490,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,mon,15,38,53,R-202,36,491,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,mon,15,34,56,,36,492,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,mon,15,33,52,,36,493,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,mon,15,32,55,,36,494,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,mon,15,39,48,,36,495,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,tue,15,35,51,Lab-1,36,496,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,tue,15,34,45,Lab-2,36,497,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,tue,15,33,47,R-101,36,498,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,tue,15,32,46,R-102,36,499,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,tue,15,40,54,R-201,36,500,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,tue,15,37,50,R-202,36,501,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,tue,15,38,53,,36,502,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,tue,15,34,56,,36,503,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,tue,15,33,52,,36,504,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,tue,15,32,55,,36,505,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,wed,15,36,49,Lab-1,36,506,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,wed,15,35,51,Lab-2,36,507,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,wed,15,34,45,R-101,36,508,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,wed,15,33,47,R-102,36,509,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,wed,15,32,46,R-201,36,510,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,wed,15,39,48,R-202,36,511,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,wed,15,37,50,,36,512,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,wed,15,38,53,,36,513,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,wed,15,34,56,,36,514,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,wed,15,33,52,,36,515,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,thu,15,40,54,Lab-1,36,516,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,thu,15,36,49,Lab-2,36,517,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,thu,15,35,51,R-101,36,518,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,thu,15,34,45,R-102,36,519,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,thu,15,33,47,R-201,36,520,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,thu,15,32,55,R-202,36,521,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,thu,15,39,48,,36,522,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,thu,15,37,50,,36,523,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,thu,15,38,53,,36,524,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,thu,15,34,56,,36,525,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,fri,15,32,46,Lab-1,36,526,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,fri,15,40,54,Lab-2,36,527,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,fri,15,36,49,R-101,36,528,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,fri,15,35,51,R-102,36,529,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,fri,15,34,45,R-201,36,530,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,fri,15,33,52,R-202,36,531,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,fri,15,32,55,,36,532,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,fri,15,39,48,,36,533,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,fri,15,37,50,,36,534,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
57,fri,15,38,53,,36,535,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
48,sat,15,33,47,Lab-1,36,536,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
49,sat,15,32,46,Lab-2,36,537,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
50,sat,15,40,54,R-101,36,538,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
51,sat,15,36,49,R-102,36,539,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
52,sat,15,35,51,R-201,36,540,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
53,sat,15,34,56,R-202,36,541,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
54,sat,15,33,52,,36,542,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
55,sat,15,32,55,,36,543,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
56,sat,15,39,48,,36,544,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
